,Lex,Example,ConstrPattern,arg_num
7386,вдохновлять, Алексеев и А,Snom V Sacc,2
7387,вдохновлять, Незнакин (Йошкар-Ола),Snom V Sacc,2
7388,вдохновлять, Аллюзии музыки Рахманинова и Свиридова в вокальном цикле Э,Snom V Sacc,2
7389,вдохновлять, Архиповой «1925 год,Snom V Sacc,2
7390,вдохновлять, 4-5 октября,Snom V Sacc,2
7391,вдохновлять, Ночь» на стихи Есенина в переводе В,Snom V Sacc,2
7392,вдохновлять, Колумба -- примета связи творчества композитора с традициями отечественной культуры,Snom V Sacc,2
7393,вдохновлять," Но музыкальное прочтение строк поэта «До свиданья, друг мой, до свиданья» в финале с гимнически утверждающим пафосом показалось неубедительным",Snom V Sacc,2
7394,вспыхнуть,"  «В яркие ночи, когда по небу хлещет сплошной звездопад, я люблю бывать один в лесу,  смотрю, как звезды вспыхивают, кроят, высвечивают небо и улетают куда-то",Snom V,1
7395,вспыхнуть," Говорят, что многие из них давно погасли, погасли еще задолго до того, как мы родились, но свет их все еще идет к нам, все еще сияет нам»",Snom V,1
7396,вспыхивать,"  «В яркие ночи, когда по небу хлещет сплошной звездопад, я люблю бывать один в лесу,  смотрю, как звезды вспыхивают, кроят, высвечивают небо и улетают куда-то",Snom V,1
7397,вспыхивать," Говорят, что многие из них давно погасли, погасли еще задолго до того, как мы родились, но свет их все еще идет к нам, все еще сияет нам»",Snom V,1
7398,обеспечивать, ,Snom V Sacc,2
7399,разрешить,[[ Только в этих случаях за выезд на встречную полосу водителя можно привлечь к ответственности по статье 12,Snom V Sacc,2
7400,разрешить," 15 часть 3, во всех остальных выезд разрешён",Snom V Sacc,2
7401,разрешить,"]]  Не берусь судить , правильно это или нет , но закон есть закон",Snom V Sacc,2
7402,разрешать,[[ Только в этих случаях за выезд на встречную полосу водителя можно привлечь к ответственности по статье 12,Snom V Sacc,2
7403,разрешать," 15 часть 3, во всех остальных выезд разрешён",Snom V Sacc,2
7404,разрешать,"]]  Не берусь судить , правильно это или нет , но закон есть закон",Snom V Sacc,2
7405,постыдиться,"  Никита поднял голову, подпёр щёку кулаком и задумчиво смотрел на затихавшую степь",Snom V что + CL,2
7406,постыдиться,"  По этой степи он скитался два месяца, злобный от голода и унижений, полный одним собою",Snom V что + CL,2
7407,постыдиться,"  Всё пережитое, вся злоба и страдания казались ему теперь мелкими, и он стыдился их",Snom V что + CL,2
7408,постыдиться,"  Стыдился, что муки эти он переносил для самого себя, и что они так малы и ничтожны, и что в них нет ничего, что уносило бы его вверх, прочь от земли, как этого угодника",Snom V что + CL,2
7409,постыдиться, ,Snom V что + CL,2
7410,вспыхнуть, Хороших,Snom V,1
7411,вспыхнуть,  (жестом предупреждает намерения Валентины) ,Snom V,1
7412,вспыхнуть, Ты че?  Нет у тебя своего дела?   (Кивком головы и глазами указывает наверх,Snom V,1
7413,вспыхнуть,")  Слышишь, что ли?  Валентина вспыхнула, вздрогнула, как от удара",Snom V,1
7414,вспыхнуть,   (Ядовито,Snom V,1
7415,вспыхнуть,)  Пошевелись,Snom V,1
7416,вспыхнуть, Люди завтракать идут,Snom V,1
7417,вспыхивать, Хороших,Snom V,1
7418,вспыхивать,  (жестом предупреждает намерения Валентины) ,Snom V,1
7419,вспыхивать, Ты че?  Нет у тебя своего дела?   (Кивком головы и глазами указывает наверх,Snom V,1
7420,вспыхивать,")  Слышишь, что ли?  Валентина вспыхнула, вздрогнула, как от удара",Snom V,1
7421,вспыхивать,   (Ядовито,Snom V,1
7422,вспыхивать,)  Пошевелись,Snom V,1
7423,вспыхивать, Люди завтракать идут,Snom V,1
7424,рассердиться,  Трофимов  ,Snom V,1
7425,рассердиться,"  Что же вы сердитесь, Варя?  Гм",Snom V,1
7426,рассердиться,,Snom V,1
7427,рассердиться,,Snom V,1
7428,рассердиться,  Да это не мои калоши! ,Snom V,1
7429,внимать," Выстаивая молитвы по ночам, отрешившись от дневной суеты и забот, с чувством трепета и богобоязненности внимая тишине ночи и голосу своего сердца, мусульманин имеет возможность снискать Божественную благодать (баракят), найти подлинное душевное умиротворение",Snom V Sdat,2
7430,внимать, ,Snom V Sdat,2
7431,информировать,Постановлением также утверждены Правила информирования застрахованных лиц о состоянии специальной части индивидуального лицевого счета и подачи застрахованными лицами заявлений о выборе инвестиционного портфеля (управляющей компании),Snom V Sacc о + Sloc,3
7432,информировать, Фонд до 1 августа 2003 года информирует застрахованное лицо о сумме страховых взносов на финансирование накопительной части трудовой пенсии,Snom V Sacc о + Sloc,3
7433,проинформировать,Постановлением также утверждены Правила информирования застрахованных лиц о состоянии специальной части индивидуального лицевого счета и подачи застрахованными лицами заявлений о выборе инвестиционного портфеля (управляющей компании),Snom V Sacc о + Sloc,3
7434,проинформировать, Фонд до 1 августа 2003 года информирует застрахованное лицо о сумме страховых взносов на финансирование накопительной части трудовой пенсии,Snom V Sacc о + Sloc,3
7435,ударять,"дубовую или, лучше сказать, дубовое бревно ",Snom V Sacc,2
7436,ударять,"  Бова не устрашился и в ответ ему сказал только разъезжайся , и поскачем ; ударились",Snom V Sacc,2
7437,ударять," [[ У Бовы копьё разлетелось , ниже оцарапало Полкана , но удар столь был силен , что Полкан упал на колена , а он Бову столь ударил сильно , что Бова слетел с лошади ; но вынув меч , пошёл опять против чудовища ",Snom V Sacc,2
7438,ударять,"]]  Сей ему говорит: ты перьвой , кто мог мне дать такой удар и проч ",Snom V Sacc,2
7439,ударять,"  Твой меч будет безуспешен , ибо я определён умереть от когтей львиных , я их много",Snom V Sacc,2
7440,прорезаться,"Да, стихи моего кореша Аркашки Пастернака -- «это вам не лобио есть», -- как сказал звиадистам политик в законе Джаба Иоселиани",Snom V,1
7441,прорезаться, В булькающих паузах Сонька трещит без умолку,Snom V,1
7442,прорезаться," О чем этот поток сознания, не помню, пьяный был",Snom V,1
7443,прорезаться, А вот строгая дама из «Золотого шара» вся распряглась и поплыла в улыбке,Snom V,1
7444,прорезаться, Влюбленный взгляд прорезался,Snom V,1
7445,прорезаться," Но не бронебойный стих ее пронял, а Сонька",Snom V,1
7446,прорезаться, На нее она таращится околдованно,Snom V,1
7447,прорезаться," А хозяйка блатхаты журчит, журчит, вульгарная до безобразия",Snom V,1
7448,разрешить,,Snom V Vinf,2
7449,разрешать,,Snom V Vinf,2
7450,ударять, Привели мне лошадь на дом,Snom V Sacc Sins,3
7451,ударять,  На другой же день она оказалась запалённой и хромой,Snom V Sacc Sins,3
7452,ударять," [[ Вздумал я было её заложить: пятится моя лошадь назад, а ударишь её кнутом-- зартачится, побрыкает да и ляжет",Snom V Sacc Sins,3
7453,ударять,]]  Я тотчас отправился к г-ну Чернобаю,Snom V Sacc Sins,3
7454,ударять,  Спрашиваю: ,Snom V Sacc Sins,3
7455,рассердиться,  За два месяца они виделись только один раз ,Snom V на + Sacc,2
7456,рассердиться,"  Он придумал , что едет к нам на дачу с ночёвкой ",Snom V на + Sacc,2
7457,рассердиться,"  Долгое время он не понимал , как это Люда тогда, весной, всё разнюхала ",Snom V на + Sacc,2
7458,рассердиться,"  Кроме моего отца , никто ничего не знал ",Snom V на + Sacc,2
7459,рассердиться,"  Потом он догадался : она же вечно шарила по его карманам и записным книжкам , искала свежие адреса , телефоны ",Snom V на + Sacc,2
7460,рассердиться,"  О, идиот!  Её адрес , телефон кафедры фольклора, её калужский номер -- всё это было старательно записано им под словом "" Ольга "", которое он зачем-то обвёл в кружок ",Snom V на + Sacc,2
7461,рассердиться,"  То , что Люда неожиданно нагрянет к нам на дачу проверить, там ли он , было маловероятно : она не захочет ставить себя в глупое положение ",Snom V на + Sacc,2
7462,рассердиться,"  В доме покойного скорняка часто повторяли :"" Не выноси сор из избы """,Snom V на + Sacc,2
7463,рассердиться,  Люда крепко помнила это и не выносила ,Snom V на + Sacc,2
7464,рассердиться,"  Он удрал в Калугу в субботу утром , вернулся в воскресенье вечером",Snom V на + Sacc,2
7465,рассердиться,  Свидание началось как-то скомканно,Snom V на + Sacc,2
7466,рассердиться,"  Он сразу понял , что она обижена , поэтому спросил :"" Ты на меня сердишься?! "" Она отвела покрасневшие глаза ",Snom V на + Sacc,2
7467,рассердиться," "" Я думала , что мы будем чаще встречаться",Snom V на + Sacc,2
7468,рассердиться,,Snom V на + Sacc,2
7469,рассердиться,,Snom V на + Sacc,2
7470,рассердиться," "" Он постарался было объяснить ей всю нервотрепку , связанную с Марининым поступлением, все трудности его отлучек из дому , но она замкнулась , помрачнела , и по выражению её сузившихся глаз он вдруг понял , что ей неприятны какие бы то ни было подробности его домашней жизни , что она ревнует его к ним и страдает от этой ревности ",Snom V на + Sacc,2
7471,разрешить,"-- В бюджете 2004 года пока не заложены средства на повышение зарплат бюджетникам, помимо предусмотренного повышения на 30% с 1 октября 2003 г",Snom V Sacc,2
7472,разрешить, И профсоюзы уже заявили о проведении акции протеста этой осенью ,Snom V Sacc,2
7473,разрешить,  Назревающий конфликт удастся разрешить ?,Snom V Sacc,2
7474,разрешать,"-- В бюджете 2004 года пока не заложены средства на повышение зарплат бюджетникам, помимо предусмотренного повышения на 30% с 1 октября 2003 г",Snom V Sacc,2
7475,разрешать, И профсоюзы уже заявили о проведении акции протеста этой осенью ,Snom V Sacc,2
7476,разрешать,  Назревающий конфликт удастся разрешить ?,Snom V Sacc,2
7477,захотеть," -- Вот это я люблю ,-- вскричал Сегелиель ,-- я , как наша матушка инквизиция , до смерти люблю откровенность и полную ко мне доверенность ; беда бывает только тому , кто захочет с нами хитрить",Snom V Vinf,2
7478,захотеть,"  Но ты, я вижу, человек прямой и откровенный ; и надобно наградить тебя по достоинству ",Snom V Vinf,2
7479,захотеть,"  Итак, мы соглашаемся исполнить твою просьбу и дать тебе способность производить без труда ; но первым условием нашим будет то , что эта способность никогда тебя не оставит : согласен ли ты на это ?",Snom V Vinf,2
7480,расстроить,"  Когда я проснулся , было уже очень поздно , одна свечка горела около моей кровати , и в комнате сидели наш домашний доктор , Мими и Любочка ",Snom V Sacc,2
7481,расстроить,"  По лицам их заметно было, что боялись за моё здоровье ",Snom V Sacc,2
7482,расстроить,"  Я же чувствовал себя так хорошо и легко после двенадцатичасового сна , что сейчас бы вскочил с постели , ежели бы мне не неприятно было расстроить их уверенность в том , что я очень болен ",Snom V Sacc,2
7483,расстраивать,"  Когда я проснулся , было уже очень поздно , одна свечка горела около моей кровати , и в комнате сидели наш домашний доктор , Мими и Любочка ",Snom V Sacc,2
7484,расстраивать,"  По лицам их заметно было, что боялись за моё здоровье ",Snom V Sacc,2
7485,расстраивать,"  Я же чувствовал себя так хорошо и легко после двенадцатичасового сна , что сейчас бы вскочил с постели , ежели бы мне не неприятно было расстроить их уверенность в том , что я очень болен ",Snom V Sacc,2
7486,внимать, Депутат внял призыву и ослабил хватку: ,Snom V Sdat,2
7487,достигнуть,"  Во время полётов, казалось, земные запахи достигали кабины истребителя",Snom V Sgen,2
7488,достигнуть,"   Этот лес, озёра дышали жизнью Древней Руси, о которой Викторов читал до войны",Snom V Sgen,2
7489,достигнуть,"   Здесь, среди озёр, лесов лежали старинные дороги, из этого прямоствольного леса строились дома, церкви, обтесывались корабельные мачты",Snom V Sgen,2
7490,достигнуть,"   Старина задумалась и притихла ещё в те времена, когда бежал тут серый волк и плакала Аленушка на бережку, которым Викторов теперь ходил в столовую военторга",Snom V Sgen,2
7491,достигнуть,"   Ему казалось, что эта ушедшая старина какая-то наивная, простая, молодая, -- и не только жившие в теремах девушки, но и седобородые купцы, дьяконы и патриархи на тысячу лет моложе житейски умудрённых парней -- лётчиков из мира скоростных машин, автоматических пушек, дизелей, кино и радио, пришедших в эти леса с авиаполком майора Закаблуки",Snom V Sgen,2
7492,достигнуть,"   Знаком этой ушедшей молодости была Волга, быстрая, худенькая, в пёстрых крутых берегах, в зелени леса, в голубых и красных цветных узорах",Snom V Sgen,2
7493,достигнуть,,Snom V Sgen,2
7494,достигнуть,,Snom V Sgen,2
7495,достигать,"  Во время полётов, казалось, земные запахи достигали кабины истребителя",Snom V Sgen,2
7496,достигать,"   Этот лес, озёра дышали жизнью Древней Руси, о которой Викторов читал до войны",Snom V Sgen,2
7497,достигать,"   Здесь, среди озёр, лесов лежали старинные дороги, из этого прямоствольного леса строились дома, церкви, обтесывались корабельные мачты",Snom V Sgen,2
7498,достигать,"   Старина задумалась и притихла ещё в те времена, когда бежал тут серый волк и плакала Аленушка на бережку, которым Викторов теперь ходил в столовую военторга",Snom V Sgen,2
7499,достигать,"   Ему казалось, что эта ушедшая старина какая-то наивная, простая, молодая, -- и не только жившие в теремах девушки, но и седобородые купцы, дьяконы и патриархи на тысячу лет моложе житейски умудрённых парней -- лётчиков из мира скоростных машин, автоматических пушек, дизелей, кино и радио, пришедших в эти леса с авиаполком майора Закаблуки",Snom V Sgen,2
7500,достигать,"   Знаком этой ушедшей молодости была Волга, быстрая, худенькая, в пёстрых крутых берегах, в зелени леса, в голубых и красных цветных узорах",Snom V Sgen,2
7501,достигать,,Snom V Sgen,2
7502,достигать,,Snom V Sgen,2
7503,произносить,"[[-- А-а, все уже дома, все у печки, очень рад, чудесно, чудесно, -- произнёс он, протянул руки к печному огню",Snom V «CL»,2
7504,произносить,]],Snom V «CL»,2
7505,внимать,Екатерина II-я начертала Наказ свой о сочинении нового уложения и призвала для составления оного депутатов изо всех губерний обширныя России и ото всех племён и чиносостояний ,Snom V Sdat,2
7506,внимать,"  Хотя Наказ ея не что иное есть , как извлечение, нередко слово в слово , из лучших тогдашнего времени о законодательстве сочинений , хотя он многие имеет недостатки , что во многих местах неясен , так как и многие узаконения её времени ; или лучше сказать , законодательница сия мудрая не хотела объявить полную мысль свою , оставила многое на догадку , или предоставляя себе право делать толкования по произволу ",Snom V Sdat,2
7507,внимать,"  Однакож к великой чести ея послужит на дальнее потомство , что она в Наказе своём освятила правила обществ непреложные , цель оных , и намерение обнаружила и хотела царствовать над обществом , управлять народом блаженным , или лучше сказать дать ему управляться самому собою , оставляя себе одно верховное всего надзирание",Snom V Sdat,2
7508,внимать,"  Если в Наказе суть многие мнения ложные , но оне не что иное , как жертва общему почти мнению тогдашнего времени , а наипаче-- жертва славе автора книги о разуме законов ; если в течение своего долговременного царствования , а особливо при конце оного , она отступила от многих своих правил , то была , может быть , разстроена внешними и внутренними смутностями , и наконец , платила долг природе при долговременном её правлении ",Snom V Sdat,2
7509,внимать,"  И кто от смертных в течение жизни своей мог быть всегда одинаков ?  Людовиг XIV по смерти Мазарина , вопрошающим -- к кому должно будет впредь относиться в делах государственных , ответствует и ко мне -- не тот Людвиг , который подписал на лоне суеверные Ментеноны уничтожению Нантского положения ; Фридрих II, коего любомудренный разум приводил в цепенение ласкателей и наушников , не тот был Фридрих , который после был куклою , двигаемою пружинами грубого Ангальта , и который внимал разсказам Амалии ; Фридрих , обнаживший в деле мельника Арнольда упрямство преступное , не тот был Фридрих , который , поставив Кокцея канцлером , велел ему удушить, так сказать , гидру ябеды изданием новаго уложения и сокращением обряда судопроизводственнаго , назначив оным срок кратчайший , срок однолетний ",Snom V Sdat,2
7510,внимать,"  Но при конце дней своих он воспрянул ещё и был тот же , как прежде , когда по повелению его Кармер призывал всех прусских подданных законоучителей от всех языков и всех без изъятия на советование о издаваемом втором фридриховом уложении ",Snom V Sdat,2
7511,отложить,  Пальцы лумумбовца шевелились вполне уклюже,Snom V Sacc {ADV / PRкуда + Sx},3
7512,отложить,  Полировка стола с удовольствием принимала карту ,Snom V Sacc {ADV / PRкуда + Sx},3
7513,отложить,"  Отложив локоть на крышку секретера , Габриэла издалёка и будто бы с печалью созерцала процесс игры ",Snom V Sacc {ADV / PRкуда + Sx},3
7514,отложить,  Время от времени Ильич гладил её по волосам ( визави при этом смотрел себе в карты ),Snom V Sacc {ADV / PRкуда + Sx},3
7515,отложить,  Папины деньги за ним никак не ощущались ,Snom V Sacc {ADV / PRкуда + Sx},3
7516,отложить,"  Младше меня на год , он выглядел старше",Snom V Sacc {ADV / PRкуда + Sx},3
7517,отложить,  Настоящий мачо ,Snom V Sacc {ADV / PRкуда + Sx},3
7518,отложить,"  Он был здесь и сейчас -- автономный , как бетонный блок ",Snom V Sacc {ADV / PRкуда + Sx},3
7519,отложить,  Но лицо не без наивности ,Snom V Sacc {ADV / PRкуда + Sx},3
7520,отложить,  И даже не без детскости ,Snom V Sacc {ADV / PRкуда + Sx},3
7521,отложить,  Он казался нам лёгкой жертвой ,Snom V Sacc {ADV / PRкуда + Sx},3
7522,отложить,"  Мы , конечно , ничего не знали ",Snom V Sacc {ADV / PRкуда + Sx},3
7523,отложить,"  Даже о самих себе , тем более о нём ",Snom V Sacc {ADV / PRкуда + Sx},3
7524,отложить, ,Snom V Sacc {ADV / PRкуда + Sx},3
7525,откладывать,  Пальцы лумумбовца шевелились вполне уклюже,Snom V Sacc {ADV / PRкуда + Sx},3
7526,откладывать,  Полировка стола с удовольствием принимала карту ,Snom V Sacc {ADV / PRкуда + Sx},3
7527,откладывать,"  Отложив локоть на крышку секретера , Габриэла издалёка и будто бы с печалью созерцала процесс игры ",Snom V Sacc {ADV / PRкуда + Sx},3
7528,откладывать,  Время от времени Ильич гладил её по волосам ( визави при этом смотрел себе в карты ),Snom V Sacc {ADV / PRкуда + Sx},3
7529,откладывать,  Папины деньги за ним никак не ощущались ,Snom V Sacc {ADV / PRкуда + Sx},3
7530,откладывать,"  Младше меня на год , он выглядел старше",Snom V Sacc {ADV / PRкуда + Sx},3
7531,откладывать,  Настоящий мачо ,Snom V Sacc {ADV / PRкуда + Sx},3
7532,откладывать,"  Он был здесь и сейчас -- автономный , как бетонный блок ",Snom V Sacc {ADV / PRкуда + Sx},3
7533,откладывать,  Но лицо не без наивности ,Snom V Sacc {ADV / PRкуда + Sx},3
7534,откладывать,  И даже не без детскости ,Snom V Sacc {ADV / PRкуда + Sx},3
7535,откладывать,  Он казался нам лёгкой жертвой ,Snom V Sacc {ADV / PRкуда + Sx},3
7536,откладывать,"  Мы , конечно , ничего не знали ",Snom V Sacc {ADV / PRкуда + Sx},3
7537,откладывать,"  Даже о самих себе , тем более о нём ",Snom V Sacc {ADV / PRкуда + Sx},3
7538,откладывать, ,Snom V Sacc {ADV / PRкуда + Sx},3
7539,придерживаться,"  И , приплясывая , она вышла",Snom V за + Sacc Sins,3
7540,придерживаться," А через полчаса , качаясь на слабых ногах и придерживаясь пальцами за косяки , Хижняков нерешительно приоткрыл дверь в кухню ",Snom V за + Sacc Sins,3
7541,придерживаться, ,Snom V за + Sacc Sins,3
7542,разрешить,[[-- К тридцати годам необходимо разрешить все проблемы за исключением творческих,Snom V Sacc,2
7543,разрешить,]],Snom V Sacc,2
7544,разрешать,[[-- К тридцати годам необходимо разрешить все проблемы за исключением творческих,Snom V Sacc,2
7545,разрешать,]],Snom V Sacc,2
7546,вдохновлять, Однако с выполнением распоряжения премьер-министра Минэкономразвития так и не справилось: доклад по сокращению функций министерств вызвал недовольство Михаила Касьянова,Snom V Sacc,2
7547,вдохновлять," Не вдохновили премьера и предложения ведомства Грефа по административной реформе: Михаил Дмитриев предложил ликвидировать три маленьких федеральных ведомства с общим количеством сотрудников 500 человек, что сэкономит бюджету 10 миллионов долларов в год",Snom V Sacc,2
7548,вдохновлять," На Краснопресненской набережной ждали нормального анализа, а заместитель Грефа занялся реформой госаппарата",Snom V Sacc,2
7549,доказать,не очень юная публика ,Snom V Sacc,2
7550,доказать,"  Тем не менее , именно тусующаяся молодёжь - один из наиболее перспективных рынков сбыта для качественных алкогольных напитков ",Snom V Sacc,2
7551,доказать,"  Доказано результативной пропагандой Hennessy и Martell , которые смогли изменить наскучивший имидж коньяка и научить воспринимать его как отличный ингредиент клубных коктейлей",Snom V Sacc,2
7552,доказывать,не очень юная публика ,Snom V Sacc,2
7553,доказывать,"  Тем не менее , именно тусующаяся молодёжь - один из наиболее перспективных рынков сбыта для качественных алкогольных напитков ",Snom V Sacc,2
7554,доказывать,"  Доказано результативной пропагандой Hennessy и Martell , которые смогли изменить наскучивший имидж коньяка и научить воспринимать его как отличный ингредиент клубных коктейлей",Snom V Sacc,2
7555,вдохновлять,  «,Snom V Sacc,2
7556,вдохновлять,,Snom V Sacc,2
7557,вдохновлять,,Snom V Sacc,2
7558,вдохновлять,В те годы был я молод и хорош собой,Snom V Sacc,2
7559,вдохновлять, Назначение исправником в N-ский уезд Костромской губернии очень меня вдохновляло,Snom V Sacc,2
7560,вдохновлять," Будущее свое видел я счастливым и ярким, отчего и настроение имел преотличное",Snom V Sacc,2
7561,вдохновлять," Не успел я обжиться в новой должности, как в Михайловке объявился пропавший владелец",Snom V Sacc,2
7562,вдохновлять," В нашем глухом уезде тогда каждая новая фигура превращалась в событие, а владелец Михайловки был окружен таким количеством легенд, слухов, россказней, что всех переполошил своим возвращением",Snom V Sacc,2
7563,вдохновлять," Особенно нервничал я, ибо этот человек, как явствовало из полученной мною инструкции, прибывал в свое имение под полицейский надзор",Snom V Sacc,2
7564,вдохновлять," Я появился в Михайлэвке вскоре после его прибытия: вводить его, так сказать, во владение",Snom V Sacc,2
7565,вдохновлять," Кого же я увидел перед собой?  Пожилого мужчину, охромевшсго на Кавказе, с простою палкою в руке, в светло-сером сюртуке по давно минувшей моде",Snom V Sacc,2
7566,вдохновлять," Взгляд виноватый, pазговор рассеянный, движения замедленные, будто он погружен в воду",Snom V Sacc,2
7567,произносить,направлении конюшни,Snom V «CL»,2
7568,произносить,   Чюки- чюк!  Чюки- чюк!» ,Snom V «CL»,2
7569,поблагодарить,"  Я не очень огорчился подобной проволочке , так как люблю этот городок , его мирную и ясную жизнь ",Snom V,1
7570,поблагодарить,"  От двенадцати до четырёх часов пополудни улицы кажутся вымершими ; все двери закрыты, изредка , как сонная муха , проплетётся какой-нибудь сомалиец ",Snom V,1
7571,поблагодарить,"  В эти часы принято спать так же , как у нас ночью",Snom V,1
7572,поблагодарить,"  Но затем неведомо откуда появляются экипажи , даже автомобили, управляемые арабами в пёстрых чалмах , белые шлемы европейцев , даже светлые костюмы спешащих с визитами дам ",Snom V,1
7573,поблагодарить,  Террасы обоих кафе полны народом,Snom V,1
7574,поблагодарить,"  Между столов ходит карлик, двадцатилетний араб , аршин ростом, с детским личиком и с громадной приплюснутой головой ",Snom V,1
7575,поблагодарить,"  Он ничего не просит , но если ему дают кусок сахару или мелкую монету , он благодарит серьёзно и вежливо , с совсем особенной , выработанной тысячелетьями восточной грацией ",Snom V,1
7576,поблагодарить,  Потом все идут на прогулку ,Snom V,1
7577,поблагодарить,"  Улицы полны мягким предвечерним сумраком , в котором чётко вырисовываются дома , построенные в арабском стиле , с плоскими крышами и зубцами , с круглыми бойницами и дверьми в форме замочных скважин , с террасами, аркадами и прочими затеями -- всё в ослепительно белой извести ",Snom V,1
7578,поблагодарить,  На дне глубоких каменных колодцев чуть блестит вода,Snom V,1
7579,поблагодарить, ,Snom V,1
7580,произносить,"в гостях у сослуживцев , ни с кем из них не делил досуга за оградой института ",Snom V Sacc,2
7581,произносить," [[ Ничего не было известно о его прошлой жизни , кроме трёх боевых орденов на груди и неосторожного хвастовства однажды , что за всю войну маршал Рокоссовский не произнёс ни единого слова , которого бы он, Смолосидов , не слышал ",Snom V Sacc,2
7582,произносить,"]]  Когда его спросили , как это могло быть , он ответил , что был у маршала личным радистом ",Snom V Sacc,2
7583,подражать,  Стилю спортивного радиорепортажа подражают в самых неожиданных местах,Snom V Sdat,2
7584,подражать,"   Я наблюдал, как в Мельбурне молоденький продавец магазина мужских товаров рекламировал распродажу (распродажа -- тоже психологический трюк, широко применяемый в торговле): он держал микрофон и сыпал туда слова с такой скоростью, что репродуктор на улице успевал выговаривать только часть",Snom V Sdat,2
7585,подражать,"   Не то что восклицательный знак, запятую невозможно было вставить между его фразами",Snom V Sdat,2
7586,подражать,"   Текст тут никакой роли не играл, важен был тон -- тон надвигающейся катастрофы: ещё минута-другая -- и не останется ни одного галстука, ни одной пары трусов, остаток вашей жизни будет испорчен оттого, что вы упустили такую распродажу, единственный шанс",Snom V Sdat,2
7587,подражать,,Snom V Sdat,2
7588,подражать,,Snom V Sdat,2
7589,подражать,"   И так безостановочно, час за часом, при этом одновременно кланяться и улыбаться входящим покупателям, свободной рукой показывать разложенные товары ,свободным глазом косить на улицу",Snom V Sdat,2
7590,подражать,   Только глухие могли спокойно проходить мимо,Snom V Sdat,2
7591,убежденный,"  Подход SOA удовлетворяет требованиям быстрых изменений в ИТ-инфраструктуре , так как использует смешанные приложения и сервисы , а также объединяющие концепции , в частности Web-сервисы ",Snom убежденный CL,2
7592,убежденный,"  В BEA убеждены : в SOA присутствует полный набор принципов и практических решений для совместного использования программ , их повторного использования и увязывания бизнес-логик , представленных в виде сервисов или компонентов ",Snom убежденный CL,2
7593,убежденный, ,Snom убежденный CL,2
7594,навещать," -- Да, год назад навещал его: смотреть жалко",Snom V Sacc,2
7595,навещать, Не протянет он долго,Snom V Sacc,2
7596,навещать,,Snom V Sacc,2
7597,навещать,,Snom V Sacc,2
7598,навещать," Ты-то как, все нормально? ",Snom V Sacc,2
7599,назваться, -- Я покажу,Snom V ADV,2
7600,назваться, В Корпус Функциональной Неврологии,Snom V ADV,2
7601,назваться, Так у сильных мира сего называются психушки,Snom V ADV,2
7602,назваться, Дабы лишний раз не травмировать их слабую психику,Snom V ADV,2
7603,называться, -- Я покажу,Snom V ADV,2
7604,называться, В Корпус Функциональной Неврологии,Snom V ADV,2
7605,называться, Так у сильных мира сего называются психушки,Snom V ADV,2
7606,называться, Дабы лишний раз не травмировать их слабую психику,Snom V ADV,2
7607,отличаться,"поверхности шелковистый блеск и выявляет глубину и переливчатость волокон древесины , то с годами эта глубина усиливается",Snom V Sins,2
7608,отличаться,"  Поверхность с благородной патиной отличается прозрачностью, мягкостью и глубиной тона , обычно немного более тёмного , чем первоначальный цвет древесины ",Snom V Sins,2
7609,отличаться,  Время оставляет свой след и на металле,Snom V Sins,2
