,sentence,word,role,index
5167,"И наконец в 1997 году появляется мультфильм с тем же названием «Анастасия», где главным преследователем спасшейся княжны выступает демонический Распутин, который сумел выбраться из могилы и преследует свою жертву в Париже, где та безуспешно пытается скрыться.",могила,starting_point,24.0
5168,"И наконец в 1997 году появляется мультфильм с тем же названием «Анастасия», где главным преследователем спасшейся княжны выступает демонический Распутин, который сумел выбраться из могилы и преследует свою жертву в Париже, где та безуспешно пытается скрыться.",тот,agent,8.0
5169,"Известная писательница Татьяна Толстая написала эссе «Анастасия, или Жизнь после смерти» (датируется 1998 годом), которое представляет собой беллетризированное жизнеописание Анны Андерсон.",писательница,agent,1.0
5170,"Известная писательница Татьяна Толстая написала эссе «Анастасия, или Жизнь после смерти» (датируется 1998 годом), которое представляет собой беллетризированное жизнеописание Анны Андерсон.",татьяна,agent,2.0
5172,"Известная писательница Татьяна Толстая написала эссе «Анастасия, или Жизнь после смерти» (датируется 1998 годом), которое представляет собой беллетризированное жизнеописание Анны Андерсон.",анна,posessor,19.0
5174,"Певец Кевин Херн, участник группы «BhL», написал песню «Анна, Анастасия», которая вошла в его сольный альбом H-Wing.",певец,agent,0.0
5175,"Певец Кевин Херн, участник группы «BhL», написал песню «Анна, Анастасия», которая вошла в его сольный альбом H-Wing.",кевин,agent,1.0
5176,"Певец Кевин Херн, участник группы «BhL», написал песню «Анна, Анастасия», которая вошла в его сольный альбом H-Wing.",херн,agent,2.0
5177,"Певец Кевин Херн, участник группы «BhL», написал песню «Анна, Анастасия», которая вошла в его сольный альбом H-Wing.",участник,agent,3.0
5178,"Ещё одну песню «Да, Анастасия» из альбома Under the Pink посвятила ей Тори Амос.",она,benefactive,11.0
5181,"В 2006 году Диана Норман, пишущая под псевдонимом Ариана Франклин, выпустила роман «Город теней».",диана,agent,3.0
5182,"В 2006 году Диана Норман, пишущая под псевдонимом Ариана Франклин, выпустила роман «Город теней».",норман,agent,4.0
5183,"В основе его лежит пребывание Анны Андерсон в Берлине и красочные догадки о том, что могло произойти с подлинной великой княжной.",пребывание,patient,4.0
5184,"В основе его лежит пребывание Анны Андерсон в Берлине и красочные догадки о том, что могло произойти с подлинной великой княжной.",анна,agent,5.0
5185,"В основе его лежит пребывание Анны Андерсон в Берлине и красочные догадки о том, что могло произойти с подлинной великой княжной.",андерсон,agent,6.0
5186,"Энтэвэшник Антон Красовский рассказал в своём блоге о рейтинге передач, посвящённых Борису Ельцину",энтэвэшник,agent,0.0
5187,"Энтэвэшник Антон Красовский рассказал в своём блоге о рейтинге передач, посвящённых Борису Ельцину",антон,agent,1.0
5188,"Энтэвэшник Антон Красовский рассказал в своём блоге о рейтинге передач, посвящённых Борису Ельцину",красовский,agent,2.0
5189,"Энтэвэшник Антон Красовский рассказал в своём блоге о рейтинге передач, посвящённых Борису Ельцину",борис,benefactive,11.0
5191,"11% тех, кто был у экрана и 4% от общего числа телезрителей. ",экран,place,5.0
5192,"Фестиваль юмора на «Втором» с участием новых русских бабок и Елены Воробей смотрело вдвое больше граждан страны, первым президентом которой он был.",юмор,theme,1.0
5193,"Фестиваль юмора на «Втором» с участием новых русских бабок и Елены Воробей смотрело вдвое больше граждан страны, первым президентом которой он был.",бабка,agent,8.0
5194,"Фестиваль юмора на «Втором» с участием новых русских бабок и Елены Воробей смотрело вдвое больше граждан страны, первым президентом которой он был.",елена,agent,10.0
5196,"Фестиваль юмора на «Втором» с участием новых русских бабок и Елены Воробей смотрело вдвое больше граждан страны, первым президентом которой он был.",гражданин,agent,15.0
5197,"Фестиваль юмора на «Втором» с участием новых русских бабок и Елены Воробей смотрело вдвое больше граждан страны, первым президентом которой он был.",страна,posessor,16.0
5198,"Фестиваль юмора на «Втором» с участием новых русских бабок и Елены Воробей смотрело вдвое больше граждан страны, первым президентом которой он был.",он,subj_with_properties,20.0
5203,39% Майор Глухарёв.,майор,subj_with_properties,1.0
5205,"Можно было бы предположить, что это просто была плохая передача. ",передача,subj_with_properties,9.0
5206,Но фильм про него на том же Втором собрал ровно те же 11%. ,фильм,agent,1.0
5208,"Это те, кто простил. ",тот,agent,1.0
5209,"Те, кто простился. ",тот,agent,0.0
5210,"Остальные включили, увидели первый сюжет, поняли, что его не будут пид@@@@ть, как им бы хотелось и — переключили.",остальной,agent,0.0
5211,"Остальные включили, увидели первый сюжет, поняли, что его не будут пид@@@@ть, как им бы хотелось и — переключили.",они,experiencer,12.0
5212,"Если бы мы сделали программу «Ельцин пропил Россию», позвали бы в студию Анпилова и Зюганова, а в конце бы ещё устроили голосование «Кто хуже: Ельцин или Горбачёв»? — это были бы скандально высокие рейтинги. ",ельцин,agent,5.0
5213,"Если бы мы сделали программу «Ельцин пропил Россию», позвали бы в студию Анпилова и Зюганова, а в конце бы ещё устроили голосование «Кто хуже: Ельцин или Горбачёв»? — это были бы скандально высокие рейтинги. ",рейтинг,subj_with_properties,33.0
5214,"Почти как у откровений Пугачёвой о том, как бывший зять подарил ей пентхауз в уплату того, что бил её дочь.",откровение,theme,3.0
5216,"Почти как у откровений Пугачёвой о том, как бывший зять подарил ей пентхауз в уплату того, что бил её дочь.",зять,agent,9.0
5217,"Почти как у откровений Пугачёвой о том, как бывший зять подарил ей пентхауз в уплату того, что бил её дочь.",она,benefactive,11.0
5218,Мы не сделали так. ,мы,agent,0.0
5219,У нас не было даже такой мысли. ,мысль,subj_with_properties,6.0
5220,И за это я благодарен моему каналу.,я,agent,3.0
5222,"Я физически видел, как вы переключаетесь. ",я,agent,0.0
5223,"Я физически видел, как вы переключаетесь. ",вы,agent,4.0
5224,"Вот вы у экранов, вас почти 30%, вот, пошёл сюжет, его «Простите меня» и вы, фыркнув, ушли.",вы,agent,1.0
5225,"Вот вы у экранов, вас почти 30%, вот, пошёл сюжет, его «Простите меня» и вы, фыркнув, ушли.",экран,place,3.0
5226,"Вот вы у экранов, вас почти 30%, вот, пошёл сюжет, его «Простите меня» и вы, фыркнув, ушли.",сюжет,patient,9.0
5228,"Вот вы у экранов, вас почти 30%, вот, пошёл сюжет, его «Простите меня» и вы, фыркнув, ушли.",вы,agent,1.0
5229,Особенно бодро вы уходили на его словах «Я хочу пожелать вам счастья. Вы заслужили счастье». ,вы,agent,2.0
5230,Особенно бодро вы уходили на его словах «Я хочу пожелать вам счастья. Вы заслужили счастье». ,я,agent,7.0
5231,Особенно бодро вы уходили на его словах «Я хочу пожелать вам счастья. Вы заслужили счастье». ,вы,benefactive,2.0
5233,Особенно бодро вы уходили на его словах «Я хочу пожелать вам счастья. Вы заслужили счастье». ,вы,agent,2.0
5234,На этих самых словах почти половина из вас переключило кнопку.,вы,agent,7.0
5235,Он был неправ! ,он,subj_with_properties,0.0
5236,Вы не заслужили счастья!,вы,subj_with_properties,0.0
5237,Вы не заслужили такого президента.,вы,subj_with_properties,0.0
5239,"Он просил у вас прощения, ни в чём — на самом деле, — не провинившись перед вами. ",он,agent,0.0
5240,"Он просил у вас прощения, ни в чём — на самом деле, — не провинившись перед вами. ",вы,addressee,3.0
5241,"Он просил у вас прощения, ни в чём — на самом деле, — не провинившись перед вами. ",прощение,patient,4.0
5242,Он просил у вас прощения за вас самих.,он,agent,0.0
5243,Он просил у вас прощения за вас самих.,вы,addressee,3.0
5244,Он просил у вас прощения за вас самих.,прощение,patient,4.0
5245,"За то, как вы сами убивали друг друга, как меняли свои ваучеры на бигмак, за то, что продавали квартиры и вкладывались в МММ.",вы,agent,3.0
5246,"Он просил у вас прощения за то, что одни из вас стали взрывать других, за то что, кто был посмекалистей — стал богат, а те, кто упёрся — обеднел.",он,agent,0.0
5247,"Он просил у вас прощения за то, что одни из вас стали взрывать других, за то что, кто был посмекалистей — стал богат, а те, кто упёрся — обеднел.",вы,addressee,3.0
5248,"Он просил у вас прощения за то, что одни из вас стали взрывать других, за то что, кто был посмекалистей — стал богат, а те, кто упёрся — обеднел.",прощение,patient,4.0
5249,"Он просил у вас прощения за то, что одни из вас стали взрывать других, за то что, кто был посмекалистей — стал богат, а те, кто упёрся — обеднел.",вы,agent,3.0
5250,Он просил у вас прощения за ваши грехи. ,он,agent,0.0
5251,Он просил у вас прощения за ваши грехи. ,вы,addressee,3.0
5252,Он просил у вас прощения за ваши грехи. ,прощение,patient,4.0
5253,"Ведь вы не можете простить не его, а — себя. ",вы,agent,1.0
5254,Но вы с этим всё равно не согласитесь.,вы,agent,1.0
5255,"Вы пытаетесь всё повесить на него, на самом деле понимая, что он просто дал вам возможности, которых у вас до него никогда не было. ",вы,agent,0.0
5256,"Вы пытаетесь всё повесить на него, на самом деле понимая, что он просто дал вам возможности, которых у вас до него никогда не было. ",он,agent,5.0
5257,"Вы пытаетесь всё повесить на него, на самом деле понимая, что он просто дал вам возможности, которых у вас до него никогда не было. ",вы,recipient,0.0
5258,"Вы пытаетесь всё повесить на него, на самом деле понимая, что он просто дал вам возможности, которых у вас до него никогда не было. ",вы,posessor,0.0
5259,Вы просто их про@@@ли. ,вы,agent,0.0
5260,И теперь вы вините его. ,вы,agent,2.0
5261,Он был готов.,он,subj_with_properties,0.0
5262,Последний день путча. ,день,subj_with_properties,1.0
5263,Знаменитые кадры — толпа несёт огромный трёхцветный флаг от Белого дома к Лубянке. ,кадр,subj_with_properties,1.0
5264,Знаменитые кадры — толпа несёт огромный трёхцветный флаг от Белого дома к Лубянке. ,толпа,agent,3.0
5265,Знаменитые кадры — толпа несёт огромный трёхцветный флаг от Белого дома к Лубянке. ,дом,starting_point,10.0
5266,Знаменитые кадры — толпа несёт огромный трёхцветный флаг от Белого дома к Лубянке. ,лубянка,endpoint,12.0
5267,Перед флагом идёт группка людей со свечами. ,группка,agent,3.0
5268,Перед флагом идёт группка людей со свечами. ,человек,agent,4.0
5269,Среди этих людей был я. ,я,agent,4.0
5270,"Над эстакадой Калининского проспекта, там, где танки задавили трёх ребят из толпы, мы присели, чтоб поставить эти свечи. ",проспект,posessor,3.0
5271,"Над эстакадой Калининского проспекта, там, где танки задавили трёх ребят из толпы, мы присели, чтоб поставить эти свечи. ",танк,agent,6.0
5272,"Над эстакадой Калининского проспекта, там, где танки задавили трёх ребят из толпы, мы присели, чтоб поставить эти свечи. ",мы,agent,12.0
5273,Флаг — это немыслимо-революционное полотнище — пронесли у нас над головами. ,мы,posessor,8.0
5274,"И когда толпа пошла дальше в центр, я поднялся и глянул в сторону Белого дома. ",толпа,agent,2.0
5275,"И когда толпа пошла дальше в центр, я поднялся и глянул в сторону Белого дома. ",я,agent,7.0
5276,"И когда толпа пошла дальше в центр, я поднялся и глянул в сторону Белого дома. ",дом,stimulus,14.0
5277,На нём трепетало точно такое же моё знамя.,мой,posessor,6.0
5279,Я расплакался. ,я,agent,0.0
5280,Ерунда. ,ерунда,subj_with_properties,0.0
5281,Я разрыдался.,я,agent,0.0
5282,Я стоял посреди этой бешеной толпы и плакал. ,я,agent,0.0
5283,Я стоял посреди этой бешеной толпы и плакал. ,толпа,place,5.0
5284,"У меня ничего не было, кроме этого флага и этого президента.",я,posessor,1.0
5285,"У меня ничего не было, кроме этого флага и этого президента.",флаг,patient,7.0
5287,"Ещё в кармане у меня была карточка москвича, рубля полтора на электричку и пачка «Космоса».",я,posessor,4.0
5288,"Ещё в кармане у меня была карточка москвича, рубля полтора на электричку и пачка «Космоса».",карточка,patient,6.0
5289,"Ещё в кармане у меня была карточка москвича, рубля полтора на электричку и пачка «Космоса».",москвич,theme,7.0
5290,"Ещё в кармане у меня была карточка москвича, рубля полтора на электричку и пачка «Космоса».",рубль,patient,8.0
5291,"Ещё в кармане у меня была карточка москвича, рубля полтора на электричку и пачка «Космоса».",пачка,patient,13.0
5293,"Вот, она моя Москва 1991-го: танки, бедность, пустота. ",мой,posessor,2.0
5294,"Вот, она моя Москва 1991-го: танки, бедность, пустота. ",москва,subj_with_properties,3.0
5295,"Вот, она моя Москва 1991-го: танки, бедность, пустота. ",танк,subj_with_properties,5.0
5296,"Вот, она моя Москва 1991-го: танки, бедность, пустота. ",бедность,subj_with_properties,6.0
5297,"Вот, она моя Москва 1991-го: танки, бедность, пустота. ",пустота,subj_with_properties,7.0
5298,"Простите меня, Борис Николаевич, за эти 11%. ",борис,agent,2.0
5299,"Простите меня, Борис Николаевич, за эти 11%. ",николаевич,agent,3.0
5300,"Если б я мог, я бы пририсовал. ",я,agent,2.0
5301,"Если б я мог, я бы пририсовал. ",я,agent,2.0
5302,"Хотя я знаю, — Вы бы не одобрили. ",я,agent,1.0
5303,"Хотя я знаю, — Вы бы не одобрили. ",вы,agent,4.0
5305,Прыжки с трамплина,прыжок,subj_with_properties,0.0
5307,Трамплин к открытию.,трамплин,subj_with_properties,0.0
5309,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",игра,theme,5.0
5310,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",сакура,agent,9.0
5311,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",столица,starting_point,12.0
5312,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",олимпиада,posessor,14.0
5313,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",наш,posessor,15.0
5314,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",корреспондент,agent,16.0
5315,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",дмитрий,agent,17.0
5317,"Возможно, только подобная чеховская ненормальность позволит нашим побороться за сколько-нибудь приличные места в единственной соревновательной дисциплине первого дня Олимпиады — прыжках с 90-метрового трамплина.",ненормальность,agent,4.0
5318,"Возможно, только подобная чеховская ненормальность позволит нашим побороться за сколько-нибудь приличные места в единственной соревновательной дисциплине первого дня Олимпиады — прыжках с 90-метрового трамплина.",олимпиада,theme,18.0
5320,"Ни советские, ни российские воздухоплаватели на лыжах в мировую элиту трамплинистов не входили.",воздухоплаватель,agent,4.0
5322,Лишь золото Владимира Белоусова на Олимпиаде 1968 года в Гренобле так и осталось единственной наградой за всю историю отечественных прыжков с трамплина.,золото,subj_with_properties,1.0
5323,Лишь золото Владимира Белоусова на Олимпиаде 1968 года в Гренобле так и осталось единственной наградой за всю историю отечественных прыжков с трамплина.,владимир,posessor,2.0
5325,Лишь золото Владимира Белоусова на Олимпиаде 1968 года в Гренобле так и осталось единственной наградой за всю историю отечественных прыжков с трамплина.,год,time,7.0
5326,Лишь золото Владимира Белоусова на Олимпиаде 1968 года в Гренобле так и осталось единственной наградой за всю историю отечественных прыжков с трамплина.,прыжок,theme,19.0
5328,Приблизиться к результату Белоусова мог на Играх 2006 года в Турине Дмитрий Васильев.,результат,goal,2.0
5330,Приблизиться к результату Белоусова мог на Играх 2006 года в Турине Дмитрий Васильев.,год,time,8.0
5331,Приблизиться к результату Белоусова мог на Играх 2006 года в Турине Дмитрий Васильев.,дмитрий,agent,11.0
5333,"В первой попытке он показал самый дальний прыжок — на 104,5 м.",он,agent,3.0
5334,"Увы, вторая попытка россиянина оказалась куда хуже (100,4 м) — и соревнования он закончил лишь десятым.",попытка,subj_with_properties,2.0
5335,"Увы, вторая попытка россиянина оказалась куда хуже (100,4 м) — и соревнования он закончил лишь десятым.",россиянин,posessor,3.0
5336,"Увы, вторая попытка россиянина оказалась куда хуже (100,4 м) — и соревнования он закончил лишь десятым.",он,agent,12.0
5338,Из них лишь Дмитрий Васильев вправе рассчитывать на место.,дмитрий,agent,3.0
5339,Из них лишь Дмитрий Васильев вправе рассчитывать на место.,васильев,agent,4.0
5340,"Проходи Олимпиада год назад, можно было бы всерьёз порассуждать о медальных перспективах лидера российской сборной.",олимпиада,agent,1.0
5341,"Проходи Олимпиада год назад, можно было бы всерьёз порассуждать о медальных перспективах лидера российской сборной.",лидер,posessor,12.0
5343,Прошлый сезон Дмитрий закончил на рекордно высоком для россиян пятом месте в общем зачёте Кубка мира.,дмитрий,agent,2.0
5344,Прошлый сезон Дмитрий закончил на рекордно высоком для россиян пятом месте в общем зачёте Кубка мира.,кубок,theme,14.0
5346,"Увы, нынешний год 30-летний уфимец пока не может занести себе в актив.",уфимец,agent,4.0
5347,"Увы, нынешний год 30-летний уфимец пока не может занести себе в актив.",себя,benefactive,9.0
5348,К 20—30-м местам на этапах Кубка мира добавились житейские неприятности.,место,second_member,2.0
5349,К 20—30-м местам на этапах Кубка мира добавились житейские неприятности.,кубок,theme,5.0
5350,К 20—30-м местам на этапах Кубка мира добавились житейские неприятности.,мир,theme,6.0
5352,В Германии прямо на Новый год Дмитрия обокрали: преступники вынесли из гостиничного номера 5 тыс. евро и загранпаспорт.,преступник,agent,8.0
5353,В Германии прямо на Новый год Дмитрия обокрали: преступники вынесли из гостиничного номера 5 тыс. евро и загранпаспорт.,номер,starting_point,12.0
5354,"Пришлось побегать по инстанциям: полиция, российское консульство.",инстанция,place,3.0
5355,"Пришлось побегать по инстанциям: полиция, российское консульство.",полиция,place,4.0
5357,Подготовка к следующему старту оказалась скомканной.,подготовка,subj_with_properties,0.0
5358,Подготовка к следующему старту оказалась скомканной.,старт,motivation,3.0
5359,А 8 января на тренировке в Австрии россиянин получил травму.,россиянин,patient,7.0
5360,"Благо первоначальный неутешительный прогноз не оправдался и на Олимпиаде Васильев всё-таки выступит, но в какой форме 23-й номер зачёта Мирового кубка подойдёт к главному соревнованию четырёхлетия, не знает даже он сам.",прогноз,patient,3.0
5361,"Благо первоначальный неутешительный прогноз не оправдался и на Олимпиаде Васильев всё-таки выступит, но в какой форме 23-й номер зачёта Мирового кубка подойдёт к главному соревнованию четырёхлетия, не знает даже он сам.",васильев,agent,9.0
5362,"Благо первоначальный неутешительный прогноз не оправдался и на Олимпиаде Васильев всё-таки выступит, но в какой форме 23-й номер зачёта Мирового кубка подойдёт к главному соревнованию четырёхлетия, не знает даже он сам.",номер,agent,17.0
5363,"Благо первоначальный неутешительный прогноз не оправдался и на Олимпиаде Васильев всё-таки выступит, но в какой форме 23-й номер зачёта Мирового кубка подойдёт к главному соревнованию четырёхлетия, не знает даже он сам.",соревнование,goal,24.0
5364,"Благо первоначальный неутешительный прогноз не оправдался и на Олимпиаде Васильев всё-таки выступит, но в какой форме 23-й номер зачёта Мирового кубка подойдёт к главному соревнованию четырёхлетия, не знает даже он сам.",он,agent,29.0
5365,После травмы Дмитрий в официальных соревнованиях не участвовал.,травма,subj_with_properties,1.0
5366,После травмы Дмитрий в официальных соревнованиях не участвовал.,дмитрий,agent,2.0
5367,Рекордом 19-летнего Павла Карелина являются 16-е места на двух австрийских этапах Кубка мира.,павел,posessor,2.0
5368,Рекордом 19-летнего Павла Карелина являются 16-е места на двух австрийских этапах Кубка мира.,карелин,posessor,3.0
5369,Рекордом 19-летнего Павла Карелина являются 16-е места на двух австрийских этапах Кубка мира.,кубок,theme,11.0
5371,"В Ванкувер он едет за международным опытом, чтобы потом — к Сочи — выйти в лидеры сборной.",он,agent,2.0
5372,"В Ванкувер он едет за международным опытом, чтобы потом — к Сочи — выйти в лидеры сборной.",сочи,endpoint,11.0
5373,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",состав,subj_with_properties,0.0
5374,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",сборная,posessor,1.0
5375,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",дмитрий,subj_with_properties,2.0
5376,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",васильев,subj_with_properties,3.0
5377,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",павел,subj_with_properties,4.0
5378,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",карелин,subj_with_properties,5.0
5379,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",илья,subj_with_properties,6.0
5381,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",денис,subj_with_properties,8.0
5382,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",дмитрий,subj_with_properties,2.0
5384,Подробную программу телетрансляций олимпийских соревнований вы можете просмотреть здесь.,телетрансляция,content,2.0
5385,Подробную программу телетрансляций олимпийских соревнований вы можете просмотреть здесь.,соревнование,theme,4.0
5386,Подробную программу телетрансляций олимпийских соревнований вы можете просмотреть здесь.,вы,agent,5.0
5387,Спасение Крымской обсерватории путём её уничтожения,обсерватория,patient,2.0
5389,"То, что происходит сейчас с Крымской астрофизической обсерваторией, — типичный пример проблем постсоветской науки, которая оказалась не нужна ни власти, ни бизнесу, ни даже собственному руководству.",пример,subj_with_properties,10.0
5390,"То, что происходит сейчас с Крымской астрофизической обсерваторией, — типичный пример проблем постсоветской науки, которая оказалась не нужна ни власти, ни бизнесу, ни даже собственному руководству.",проблема,theme,11.0
5391,"То, что происходит сейчас с Крымской астрофизической обсерваторией, — типичный пример проблем постсоветской науки, которая оказалась не нужна ни власти, ни бизнесу, ни даже собственному руководству.",наука,posessor,13.0
5392,"То, что происходит сейчас с Крымской астрофизической обсерваторией, — типичный пример проблем постсоветской науки, которая оказалась не нужна ни власти, ни бизнесу, ни даже собственному руководству.",бизнес,benefactive,21.0
5394,Зато всем оказываются очень нужны занимаемые научными учреждениями площади зданий и земельных участков.,весь,benefactive,1.0
5395,Зато всем оказываются очень нужны занимаемые научными учреждениями площади зданий и земельных участков.,площадь,patient,8.0
5396,Зато всем оказываются очень нужны занимаемые научными учреждениями площади зданий и земельных участков.,здание,posessor,9.0
5400,КрАО была создана сразу после Великой Отечественной войны в предгорьях Крымских гор в достаточном удалении от городов и в месте с наилучшим в Крыму астроклиматом.,крао,patient,0.0
5401,КрАО была создана сразу после Великой Отечественной войны в предгорьях Крымских гор в достаточном удалении от городов и в месте с наилучшим в Крыму астроклиматом.,война,time,7.0
5402,КрАО была создана сразу после Великой Отечественной войны в предгорьях Крымских гор в достаточном удалении от городов и в месте с наилучшим в Крыму астроклиматом.,гора,posessor,11.0
5403,КрАО была создана сразу после Великой Отечественной войны в предгорьях Крымских гор в достаточном удалении от городов и в месте с наилучшим в Крыму астроклиматом.,город,place,16.0
5404,Обсерватория принадлежала Академии наук СССР и была одним из ведущих астрономических учреждений Советского Союза.,обсерватория,patient,0.0
5405,Обсерватория принадлежала Академии наук СССР и была одним из ведущих астрономических учреждений Советского Союза.,академия,posessor,2.0
5406,Обсерватория принадлежала Академии наук СССР и была одним из ведущих астрономических учреждений Советского Союза.,наука,posessor,3.0
5407,Обсерватория принадлежала Академии наук СССР и была одним из ведущих астрономических учреждений Советского Союза.,ссср,posessor,4.0
5408,Обсерватория принадлежала Академии наук СССР и была одним из ведущих астрономических учреждений Советского Союза.,учреждение,subj_with_properties,11.0
5409,Обсерватория принадлежала Академии наук СССР и была одним из ведущих астрономических учреждений Советского Союза.,советский,posessor,12.0
5412,"Вместе с ней рос и посёлок Научный, в котором жили учёные и работники КрАО.",научный,agent,6.0
5414,"Вместе с ней рос и посёлок Научный, в котором жили учёные и работники КрАО.",работник,agent,12.0
5415,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",ссср,patient,2.0
5416,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",крао,patient,3.0
5417,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",комитет,posessor,7.0
5418,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",наука,theme,9.0
5419,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",технология,theme,11.0
5420,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",министерство,posessor,14.0
5421,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",образование,theme,15.0
5422,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",наука,theme,9.0
5424,Поддержка от государства значительно уменьшилась.,поддержка,patient,0.0
5425,"Однако основной коллектив учёных-астрономов, несмотря на перебои с зарплатой и электричеством, почти полное отсутствие оснащения для функционирования телескопов, продолжал работать.",коллектив,agent,2.0
5426,"Однако основной коллектив учёных-астрономов, несмотря на перебои с зарплатой и электричеством, почти полное отсутствие оснащения для функционирования телескопов, продолжал работать.",функционирование,goal,16.0
