,sent_text,target,argument,label
3880,"On a certain evening , which had been prearranged , I sent my friend final instructions , for the man was forever on the alert and continually changed his room .",changed,room,tools
3881,"In some way I had excited the suspicion of Lopez , the secretary .",excited,I,cause
3882,"In some way I had excited the suspicion of Lopez , the secretary .",excited,way,means
3883,He crept up behind me and sprang upon me just as I had finished the note .,crept,He,self_mover
3884,He crept up behind me and sprang upon me just as I had finished the note .,crept,me,goal
3885,He crept up behind me and sprang upon me just as I had finished the note .,sprang,He,self_mover
3886,He crept up behind me and sprang upon me just as I had finished the note .,sprang,me,goal
3887,He crept up behind me and sprang upon me just as I had finished the note .,finished,I,agent
3888,He crept up behind me and sprang upon me just as I had finished the note .,finished,note,activity
3889,He and his master dragged me to my room and held judgment upon me as a convicted traitress .,dragged,He,agent
3890,He and his master dragged me to my room and held judgment upon me as a convicted traitress .,dragged,me,theme
3891,He and his master dragged me to my room and held judgment upon me as a convicted traitress .,dragged,room,goal
3892,Then and there they would have plunged their knives into me could they have seen how to escape the consequences of the deed .,plunged,they,agent
3893,Then and there they would have plunged their knives into me could they have seen how to escape the consequences of the deed .,plunged,knives,theme
3894,Then and there they would have plunged their knives into me could they have seen how to escape the consequences of the deed .,plunged,me,goal
3895,"They had gagged me , and Murillo twisted my arm round until I gave him the address .",gave,I,donor
3896,"They had gagged me , and Murillo twisted my arm round until I gave him the address .",gave,him,recipient
3897,"They had gagged me , and Murillo twisted my arm round until I gave him the address .",gave,address,theme
3898,"They had gagged me , and Murillo twisted my arm round until I gave him the address .",twisted,Murillo,agent
3899,"They had gagged me , and Murillo twisted my arm round until I gave him the address .",twisted,round,result
3900,"They had gagged me , and Murillo twisted my arm round until I gave him the address .",twisted,arm,body_part
3901,"They had gagged me , and Murillo twisted my arm round until I gave him the address .",gagged,They,agent
3902,"They had gagged me , and Murillo twisted my arm round until I gave him the address .",gagged,me,goal
3903,I swear that he might have twisted it off had I understood what it would mean to Garcia .,twisted,he,agent
3904,I swear that he might have twisted it off had I understood what it would mean to Garcia .,twisted,it,body_part
3905,I swear that he might have twisted it off had I understood what it would mean to Garcia .,mean,it,cause
3906,I swear that he might have twisted it off had I understood what it would mean to Garcia .,mean,Garcia,affected
3907,"Lopez addressed the note which I had written , sealed it with his sleeve-link , and sent it by the hand of the servant , Jose .",sealed,it,containing_object
3908,"Lopez addressed the note which I had written , sealed it with his sleeve-link , and sent it by the hand of the servant , Jose .",sealed,Lopez,agent
3909,"Lopez addressed the note which I had written , sealed it with his sleeve-link , and sent it by the hand of the servant , Jose .",sealed,sleeve-link,means
3910,"Lopez addressed the note which I had written , sealed it with his sleeve-link , and sent it by the hand of the servant , Jose .",written,I,author
3911,"Lopez addressed the note which I had written , sealed it with his sleeve-link , and sent it by the hand of the servant , Jose .",written,note,text
3912,"How they murdered him I do not know , save that it was Murillo 's hand who struck him down , for Lopez had remained to guard me .",know,I,cognizer
3913,"How they murdered him I do not know , save that it was Murillo 's hand who struck him down , for Lopez had remained to guard me .",know,they,content
3914,"How they murdered him I do not know , save that it was Murillo 's hand who struck him down , for Lopez had remained to guard me .",murdered,they,killer
3915,"How they murdered him I do not know , save that it was Murillo 's hand who struck him down , for Lopez had remained to guard me .",murdered,him,victim
3916,"How they murdered him I do not know , save that it was Murillo 's hand who struck him down , for Lopez had remained to guard me .",murdered,I,means
3917,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,struck,he,agent
3918,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,struck,him,victim
3919,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,struck,he,time
3920,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,enter,him,theme
3921,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,enter,house,goal
3922,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,kill,they,killer
3923,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,kill,him,victim
3924,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,kill,burglar,explanation
3925,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,let,they,potential_hindrance
3926,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,let,him,event
3927,"With the death of Garcia , the pursuit might cease , since such a death might frighten others from the task .",frighten,others,experiencer
3928,"With the death of Garcia , the pursuit might cease , since such a death might frighten others from the task .",frighten,death,stimulus
3929,"With the death of Garcia , the pursuit might cease , since such a death might frighten others from the task .",frighten,task,result
3930,"I was confined to my room , terrorized by the most horrible threats , cruelly ill-used to break my spirit - see this stab on my shoulder and the bruises from end to end of my arms - and a gag was thrust into my mouth on the one occasion when I tried to call from the window .",tried,I,agent
3931,"I was confined to my room , terrorized by the most horrible threats , cruelly ill-used to break my spirit - see this stab on my shoulder and the bruises from end to end of my arms - and a gag was thrust into my mouth on the one occasion when I tried to call from the window .",tried,window,goal
3932,"This afternoon a good lunch was brought me , but the moment after I took it I knew that I had been drugged .",knew,I,cognizer
3933,"This afternoon a good lunch was brought me , but the moment after I took it I knew that I had been drugged .",knew,I,content
3934,"This afternoon a good lunch was brought me , but the moment after I took it I knew that I had been drugged .",took,I,ingestor
3935,"This afternoon a good lunch was brought me , but the moment after I took it I knew that I had been drugged .",took,it,substance
3936,"I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .",drag,they,agent
3937,"I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .",drag,me,theme
3938,"I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .",led,me,cotheme
3939,"I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .",led,cab,goal
3940,"I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .",led,man,theme
3941,"I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .",tried,they,agent
3942,"I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .",tried,me,goal
3943,""" Our difficulties are not over , "" he remarked , shaking his head .",shaking,he,agent
3944,""" Our difficulties are not over , "" he remarked , shaking his head .",shaking,head,body_part
3945,""" Our difficulties are not over , "" he remarked , shaking his head .",remarked,he,speaker
3946,""" Our difficulties are not over , "" he remarked , shaking his head .",remarked,head,depictive
3947,""" Come , come , "" said Baynes cheerily , "" I think better of the law than that .",said,Baynes,speaker
3948,""" Come , come , "" said Baynes cheerily , "" I think better of the law than that .",said,Come,message
3949,""" Come , come , "" said Baynes cheerily , "" I think better of the law than that .",think,I,cognizer
3950,""" Come , come , "" said Baynes cheerily , "" I think better of the law than that .",think,law,evaluee
3951,"To entice a man in cold blood with the object of murdering him is another , whatever danger you may fear from him .",fear,him,content
3952,"To entice a man in cold blood with the object of murdering him is another , whatever danger you may fear from him .",fear,you,experiencer
3953,"No , no , we shall all be justified when we see the tenants of High Gable at the next Guildford Assizes . """,see,we,perceiver_passive
3954,"No , no , we shall all be justified when we see the tenants of High Gable at the next Guildford Assizes . """,see,tenants,phenomenon
3955,"Wily and bold , he and his companion threw their pursuer off their track by entering a lodging-house in Edmonton Street and leaving by the back-gate into Curzon Square .",leaving,he,theme
3956,"Wily and bold , he and his companion threw their pursuer off their track by entering a lodging-house in Edmonton Street and leaving by the back-gate into Curzon Square .",leaving,Curzon,goal
3957,"Wily and bold , he and his companion threw their pursuer off their track by entering a lodging-house in Edmonton Street and leaving by the back-gate into Curzon Square .",leaving,back-gate,path
3958,From that day they were seen no more in England .,seen,they,phenomenon
3959,From that day they were seen no more in England .,seen,England,ground
3960,"Inspector Baynes visited us at Baker Street with a printed description of the dark face of the secretary , and of the masterful features , the magnetic black eyes , and the tufted brows of his master .",visited,Inspector,agent
3961,"Inspector Baynes visited us at Baker Street with a printed description of the dark face of the secretary , and of the masterful features , the magnetic black eyes , and the tufted brows of his master .",visited,us,entity
3962,"Inspector Baynes visited us at Baker Street with a printed description of the dark face of the secretary , and of the masterful features , the magnetic black eyes , and the tufted brows of his master .",visited,Baker,place
3963,""" A chaotic case , my dear Watson , "" said Holmes over an evening pipe .",said,Holmes,speaker
3964,""" A chaotic case , my dear Watson , "" said Holmes over an evening pipe .",said,evening,containing_event
3965,"It covers two continents , concerns two groups of mysterious persons , and is further complicated by the highly respectable presence of our friend , Scott Eccles , whose inclusion shows me that the deceased Garcia had a scheming mind and a well-developed instinct of selfpreservation .",shows,friend,support
3966,"It covers two continents , concerns two groups of mysterious persons , and is further complicated by the highly respectable presence of our friend , Scott Eccles , whose inclusion shows me that the deceased Garcia had a scheming mind and a well-developed instinct of selfpreservation .",shows,me,cognizer
3967,"When his companion and he had fled to some prearranged retreat - already occupied , no doubt by a confederate - the companion had persuaded him to leave so compromising an article of furniture .",persuaded,him,addressee
3968,"When his companion and he had fled to some prearranged retreat - already occupied , no doubt by a confederate - the companion had persuaded him to leave so compromising an article of furniture .",persuaded,companion,speaker
3969,"When his companion and he had fled to some prearranged retreat - already occupied , no doubt by a confederate - the companion had persuaded him to leave so compromising an article of furniture .",occupied,confederate,resident
3970,"When his companion and he had fled to some prearranged retreat - already occupied , no doubt by a confederate - the companion had persuaded him to leave so compromising an article of furniture .",occupied,retreat,location
3971,"But the mulatto 's heart was with it , and he was driven back to it next day , when , on reconnoitering through the window , he found policeman Walters in possession .",found,he,cognizer
3972,"But the mulatto 's heart was with it , and he was driven back to it next day , when , on reconnoitering through the window , he found policeman Walters in possession .",found,Walters,phenomenon
3973,"But the mulatto 's heart was with it , and he was driven back to it next day , when , on reconnoitering through the window , he found policeman Walters in possession .",found,possession,state
3974,"Inspector Baynes , who , with his usual astuteness , had minimized the incident before me , had really recognized its importance and had left a trap into which the creature walked .",walked,creature,self_mover
3975,"Inspector Baynes , who , with his usual astuteness , had minimized the incident before me , had really recognized its importance and had left a trap into which the creature walked .",walked,trap,goal
3976,""" I spent a morning in the British Museum reading up on that and other points .",reading,I,reader
3977,""" I spent a morning in the British Museum reading up on that and other points .",reading,points,topic
3978,In extreme cases these rites take the form of human sacrifices followed by cannibalism .,followed,cannibalism,focal_occasion
3979,In extreme cases these rites take the form of human sacrifices followed by cannibalism .,followed,sacrifices,landmark_occasion
3980,"It is grotesque , Watson , "" Holmes added , as he slowly fastened his notebook , "" but , as I have had occasion to remark , there is but one step from the grotesque to the horrible . """,added,Holmes,speaker
3981,"It is grotesque , Watson , "" Holmes added , as he slowly fastened his notebook , "" but , as I have had occasion to remark , there is but one step from the grotesque to the horrible . """,added,It,message
3982,"It is grotesque , Watson , "" Holmes added , as he slowly fastened his notebook , "" but , as I have had occasion to remark , there is but one step from the grotesque to the horrible . """,fastened,notebook,containing_object
3983,"It is grotesque , Watson , "" Holmes added , as he slowly fastened his notebook , "" but , as I have had occasion to remark , there is but one step from the grotesque to the horrible . """,fastened,he,agent
3984,"Winston Smith , his chin nuzzled into his breast in an effort to escape the vile wind , slipped quickly through the glass doors of Victory Mansions , though not quickly enough to prevent a swirl of gritty dust from entering along with him .",escape,vile,undesirable_situation
3985,"Winston Smith , his chin nuzzled into his breast in an effort to escape the vile wind , slipped quickly through the glass doors of Victory Mansions , though not quickly enough to prevent a swirl of gritty dust from entering along with him .",escape,Winston,agent
3986,"Winston Smith , his chin nuzzled into his breast in an effort to escape the vile wind , slipped quickly through the glass doors of Victory Mansions , though not quickly enough to prevent a swirl of gritty dust from entering along with him .",prevent,Winston,agent
3987,"Winston Smith , his chin nuzzled into his breast in an effort to escape the vile wind , slipped quickly through the glass doors of Victory Mansions , though not quickly enough to prevent a swirl of gritty dust from entering along with him .",prevent,swirl,event
3988,"Winston Smith , his chin nuzzled into his breast in an effort to escape the vile wind , slipped quickly through the glass doors of Victory Mansions , though not quickly enough to prevent a swirl of gritty dust from entering along with him .",entering,swirl,theme
3989,"Winston Smith , his chin nuzzled into his breast in an effort to escape the vile wind , slipped quickly through the glass doors of Victory Mansions , though not quickly enough to prevent a swirl of gritty dust from entering along with him .",entering,him,cotheme
3990,It was one of those pictures which are so contrived that the eyes follow you about when you move .,follow,eyes,theme
3991,It was one of those pictures which are so contrived that the eyes follow you about when you move .,follow,you,cotheme
3992,It was one of those pictures which are so contrived that the eyes follow you about when you move .,follow,you,time
3993,""" Big Brother is watching you "" , the caption beneath it ran .",watching,Brother,perceiver_agentive
3994,""" Big Brother is watching you "" , the caption beneath it ran .",watching,you,phenomenon
3995,Inside the flat a fruity voice was reading out a list of figures which had something to do with the production of pig-iron .,had,something,degree
3996,Inside the flat a fruity voice was reading out a list of figures which had something to do with the production of pig-iron .,had,figures,concept_1
3997,"Winston turned a switch and the voice sank somewhat , though the words were still distinguishable .",turned,Winston,agent
3998,"Winston turned a switch and the voice sank somewhat , though the words were still distinguishable .",turned,switch,theme
3999,"He moved over to the window : a smallish , frail figure , the meagreness of his body merely emphasized by the blue overalls which were the uniform of the Party .",moved,He,theme
4000,"He moved over to the window : a smallish , frail figure , the meagreness of his body merely emphasized by the blue overalls which were the uniform of the Party .",moved,window,goal
4001,"He moved over to the window : a smallish , frail figure , the meagreness of his body merely emphasized by the blue overalls which were the uniform of the Party .",moved,figure,depictive
4002,"The Islambouli Brigades is named after Lt . Khaled Islambouli , the leader of a group of militant Islamists who assassinated Sadat during a 1981 military parade in Cairo .",assassinated,Islamists,killer
4003,"The Islambouli Brigades is named after Lt . Khaled Islambouli , the leader of a group of militant Islamists who assassinated Sadat during a 1981 military parade in Cairo .",assassinated,Sadat,victim
4004,"Islambouli , an Egyptian military officer and member of Al-Jihad Organization , assassinated President Anwar Sadat during a military parade in Cairo in October 1981 for signing a peace treaty with Israel .",assassinated,President,victim
4005,"Islambouli , an Egyptian military officer and member of Al-Jihad Organization , assassinated President Anwar Sadat during a military parade in Cairo in October 1981 for signing a peace treaty with Israel .",assassinated,October,time
4006,"Islambouli , an Egyptian military officer and member of Al-Jihad Organization , assassinated President Anwar Sadat during a military parade in Cairo in October 1981 for signing a peace treaty with Israel .",assassinated,Cairo,place
4007,Lt . Khaled Islambouli was the leader of the group of soldiers who assassinated Egyptian President Anwar Sadat in Cairo in 1981 .,assassinated,Cairo,place
4008,Lt . Khaled Islambouli was the leader of the group of soldiers who assassinated Egyptian President Anwar Sadat in Cairo in 1981 .,assassinated,group,killer
4009,Lieutenant Khaled Islambouli was the leader of the group of soldiers who assassinated Egyptian President Anwar Sadat during a military parade in Cairo in 1981 .,assassinated,parade,time
4010,Lieutenant Khaled Islambouli was the leader of the group of soldiers who assassinated Egyptian President Anwar Sadat during a military parade in Cairo in 1981 .,assassinated,Cairo,place
4011,Lieutenant Khaled Islambouli was the leader of the group of soldiers who assassinated Egyptian President Anwar Sadat during a military parade in Cairo in 1981 .,assassinated,group,killer
4012,A 12-year-old boy reports seeing a man launch a rubber boat from a car parked at the harbor . ,launch,man,driver
4013,A 12-year-old boy reports seeing a man launch a rubber boat from a car parked at the harbor . ,launch,rubber,vehicle
4014,FBI officials find what they believe may be explosives in the car . ,believe,they,cognizer
4015,FBI officials find what they believe may be explosives in the car . ,believe,explosives,content
4016,The FBI finds traces of explosives on clothes found ; neighbors say they saw two men who they describe as `` Arab-looking '' living there for several weeks . ,describe,they,speaker
4017,The FBI finds traces of explosives on clothes found ; neighbors say they saw two men who they describe as `` Arab-looking '' living there for several weeks . ,describe,men,item
4018,"Police also find a second house where authorities believe two others may have assembled the bomb , possibly doing some welding . ",assembled,others,agent
4019,"Police also find a second house where authorities believe two others may have assembled the bomb , possibly doing some welding . ",assembled,bomb,created_entity
4020,"Meantime, analysts at the FBI crime lab try to discover what the bomb was made from . ",discover,analysts,cognizer
4021,"Meantime, analysts at the FBI crime lab try to discover what the bomb was made from . ",discover,bomb,phenomenon
4022,"No conclusions yet , U.S. officials say , but a working theory , plastic explosive . ",say,U.S.,speaker
4023,"No conclusions yet , U.S. officials say , but a working theory , plastic explosive . ",say,conclusions,message
4024,"But Yemen 's president says the FBI has told him the explosive material could only have come from the U.S. , Israel or two Arab countries . ",told,FBI,speaker
4025,"But Yemen 's president says the FBI has told him the explosive material could only have come from the U.S. , Israel or two Arab countries . ",told,him,addressee
4026,Can Iran produce nuclear weapons with its nuclear infrastructure ?,produce,Iran,producer
4027,Can Iran produce nuclear weapons with its nuclear infrastructure ?,produce,weapons,product
4028,Chinese and Russian supply policies are key to Iran 's success ; Russia has agreed to build power reactor .,build,Russia,agent
4029,Chinese and Russian supply policies are key to Iran 's success ; Russia has agreed to build power reactor .,build,power,created_entity
4030,Iran is trying to acquire fissile material to support development of nuclear weapons and has set up an elaborate system of military and civilian organizations to support its effort .,acquire,Iran,recipient
4031,Iran is trying to acquire fissile material to support development of nuclear weapons and has set up an elaborate system of military and civilian organizations to support its effort .,acquire,material,theme
4032,Iran is trying to acquire fissile material to support development of nuclear weapons and has set up an elaborate system of military and civilian organizations to support its effort .,set,effort,purpose
4033,Iran is trying to acquire fissile material to support development of nuclear weapons and has set up an elaborate system of military and civilian organizations to support its effort .,set,Iran,creator
4034,"Also , Iran could attempt to produce highly enriched uranium if it acquired the appropriate facilities for the front - end of the nuclear fuel cycle .",produce,Iran,producer
4035,"Also , Iran could attempt to produce highly enriched uranium if it acquired the appropriate facilities for the front - end of the nuclear fuel cycle .",produce,uranium,product
4036,It used chemical agents to respond to Iraqi chemical attacks on several occasions during that war .,used,It,agent
4037,It used chemical agents to respond to Iraqi chemical attacks on several occasions during that war .,used,chemical,instrument
4038,"Iran ratified the CWC , under which it will be obligated to eliminate its chemical program over a period of years .",obligated,it,responsible_party
4039,"Iran ratified the CWC , under which it will be obligated to eliminate its chemical program over a period of years .",obligated,CWC,condition
4040,"Iran has a stockpile of these weapons , including artillery shells and bombs , which could be used in another conflict in the region .",including,weapons,total
4041,"Iran has a stockpile of these weapons , including artillery shells and bombs , which could be used in another conflict in the region .",including,artillery,part
4042,"Later in February 2003 , an IAEA delegation visited the pilot - scale gas centrifuge enrichment plant at Natanz , which is nearly ready for operation .",visited,February,time
4043,"Later in February 2003 , an IAEA delegation visited the pilot - scale gas centrifuge enrichment plant at Natanz , which is nearly ready for operation .",visited,IAEA,theme
4044,The inspection team learned that Iran has the capability to build more centrifuges .,build,centrifuges,created_entity
4045,The inspection team learned that Iran has the capability to build more centrifuges .,build,Iran,agent
4046,"This means that Iran will place the Natanz facility , and any enriched uranium it produces , under IAEA inspection but that , as long as no nuclear materials are present , the IAEA would have no ability to examine locations in Iran where it believed nuclear weapons design research might be under way .",produces,uranium,product
4047,"This means that Iran will place the Natanz facility , and any enriched uranium it produces , under IAEA inspection but that , as long as no nuclear materials are present , the IAEA would have no ability to examine locations in Iran where it believed nuclear weapons design research might be under way .",produces,it,producer
4048,"This means that Iran will place the Natanz facility , and any enriched uranium it produces , under IAEA inspection but that , as long as no nuclear materials are present , the IAEA would have no ability to examine locations in Iran where it believed nuclear weapons design research might be under way .",place,Iran,agent
4049,"This means that Iran will place the Natanz facility , and any enriched uranium it produces , under IAEA inspection but that , as long as no nuclear materials are present , the IAEA would have no ability to examine locations in Iran where it believed nuclear weapons design research might be under way .",place,IAEA,goal
4050,"This means that Iran will place the Natanz facility , and any enriched uranium it produces , under IAEA inspection but that , as long as no nuclear materials are present , the IAEA would have no ability to examine locations in Iran where it believed nuclear weapons design research might be under way .",believed,locations,content
4051,"This means that Iran will place the Natanz facility , and any enriched uranium it produces , under IAEA inspection but that , as long as no nuclear materials are present , the IAEA would have no ability to examine locations in Iran where it believed nuclear weapons design research might be under way .",believed,it,cognizer
4052,"The United States is concerned that if Iran stockpiled enriched uranium , it might , in the future , withdraw from the NPT ( as North Korea has ) and then build nuclear weapons rapidly , perhaps even in a matter of months .",stockpiled,Iran,recipient
4053,"The United States is concerned that if Iran stockpiled enriched uranium , it might , in the future , withdraw from the NPT ( as North Korea has ) and then build nuclear weapons rapidly , perhaps even in a matter of months .",stockpiled,uranium,mass_theme
4054,"Iran responded by strenuously denying the charges , but also maintained that it reserved the right to possess nuclear weapons to counter Israel 's weaponry .",denying,Iran,speaker
4055,"Iran responded by strenuously denying the charges , but also maintained that it reserved the right to possess nuclear weapons to counter Israel 's weaponry .",denying,charges,message
4056,"Although Iran acceded to the Geneva Protocol in 1929 and ratified the Biological and Toxin Weapons Convention ( BWC ) in 1973 , the U.S. government believes Iran began biological weapon efforts in the early to mid - 1980s , and that it continues to pursue an offensive biological weapon program linked to its civilian biotechnology activities .",began,Iran,agent
4057,"Although Iran acceded to the Geneva Protocol in 1929 and ratified the Biological and Toxin Weapons Convention ( BWC ) in 1973 , the U.S. government believes Iran began biological weapon efforts in the early to mid - 1980s , and that it continues to pursue an offensive biological weapon program linked to its civilian biotechnology activities .",began,weapon,activity
4058,Iran strongly denies acquiring or producing biological weapons .,acquiring,Iran,recipient
4059,Iran strongly denies acquiring or producing biological weapons .,acquiring,weapons,theme
4060,Iran strongly denies acquiring or producing biological weapons .,producing,weapons,product
4061,Iran strongly denies acquiring or producing biological weapons .,producing,Iran,producer
4062,"Although Iran ratified the Chemical Weapons Convention ( CWC ) in November 1997 , the United States believes that Iran has maintained a chemical weapons program since 1984 , including production of sarin , mustard , phosgene , and hydrocyanic acid .",ratified,Iran,ratifier
4063,"Although Iran ratified the Chemical Weapons Convention ( CWC ) in November 1997 , the United States believes that Iran has maintained a chemical weapons program since 1984 , including production of sarin , mustard , phosgene , and hydrocyanic acid .",ratified,November,time
4064,"Although Iran ratified the Chemical Weapons Convention ( CWC ) in November 1997 , the United States believes that Iran has maintained a chemical weapons program since 1984 , including production of sarin , mustard , phosgene , and hydrocyanic acid .",maintained,Iran,agent
4065,"Although Iran ratified the Chemical Weapons Convention ( CWC ) in November 1997 , the United States believes that Iran has maintained a chemical weapons program since 1984 , including production of sarin , mustard , phosgene , and hydrocyanic acid .",maintained,weapons,activity
4066,"According to U.S. government estimates , Iran can produce 1,000 metric tons of agent per year and may have a stockpile of at least several thousand metric tons of weaponized and bulk agent .",produce,Iran,producer
4067,"According to U.S. government estimates , Iran can produce 1,000 metric tons of agent per year and may have a stockpile of at least several thousand metric tons of weaponized and bulk agent .",produce,tons,product
4068,Iran strongly denies acquiring or producing chemical weapons .,acquiring,Iran,recipient
4069,Iran strongly denies acquiring or producing chemical weapons .,acquiring,weapons,theme
4070,Iran strongly denies acquiring or producing chemical weapons .,producing,Iran,producer
4071,Iran strongly denies acquiring or producing chemical weapons .,producing,weapons,product
4072,Missile Iran possesses one of the largest missile inventories in the Middle East and has acquired complete missile systems and developed an infrastructure to build missiles indigenously .,acquired,Iran,recipient
4073,Missile Iran possesses one of the largest missile inventories in the Middle East and has acquired complete missile systems and developed an infrastructure to build missiles indigenously .,acquired,missile,theme
4074,Missile Iran possesses one of the largest missile inventories in the Middle East and has acquired complete missile systems and developed an infrastructure to build missiles indigenously .,build,Iran,agent
4075,Missile Iran possesses one of the largest missile inventories in the Middle East and has acquired complete missile systems and developed an infrastructure to build missiles indigenously .,build,missiles,created_entity
4076,Is there evidence that Iran is stockpiling enriched uranium ?,stockpiling,Iran,recipient
4077,Is there evidence that Iran is stockpiling enriched uranium ?,stockpiling,uranium,mass_theme
4078,What evidence is there that Iran is stockpiling enriched uranium ?,stockpiling,Iran,recipient
4079,What evidence is there that Iran is stockpiling enriched uranium ?,stockpiling,uranium,mass_theme
4080,US officials confirmed that they have evidence that Iran intends to acquire nuclear weapons .,intends,weapons,goal
4081,US officials confirmed that they have evidence that Iran intends to acquire nuclear weapons .,intends,Iran,agent
4082,US officials confirmed that they have evidence that Iran intends to acquire nuclear weapons .,acquire,weapons,theme
4083,US officials confirmed that they have evidence that Iran intends to acquire nuclear weapons .,acquire,Iran,recipient
4084,"In October 1991 , the Iranian vice president said that if Israel kept its atomic bombs then Muslims should collectively develop their own .",said,October,time
4085,"In October 1991 , the Iranian vice president said that if Israel kept its atomic bombs then Muslims should collectively develop their own .",said,vice,speaker
4086,Iran is a signatory to the NPT and has signed IAEA safeguards agreements .,signed,Iran,signatory
4087,Iran is a signatory to the NPT and has signed IAEA safeguards agreements .,signed,IAEA,agreement
4088,"If suspected sites in Iran could be identified , the IAEA could monitor them .",monitor,IAEA,cognizer
4089,"If suspected sites in Iran could be identified , the IAEA could monitor them .",monitor,them,ground
4090,These hot cells came in combination with a 5 MW research reactor the US sold Iran at the same time .,sold,Iran,buyer
4091,These hot cells came in combination with a 5 MW research reactor the US sold Iran at the same time .,sold,time,time
4092,These hot cells came in combination with a 5 MW research reactor the US sold Iran at the same time .,sold,US,seller
4093,These hot cells came in combination with a 5 MW research reactor the US sold Iran at the same time .,sold,MW,goods
4094,"In 1974 , the Shah bought shares in Eurodif in accordance with a nuclear cooperation agreement with France .",bought,Shah,buyer
4095,"In 1974 , the Shah bought shares in Eurodif in accordance with a nuclear cooperation agreement with France .",bought,shares,goods
4096,"Last year , Iran began requesting supplies of enriched uranium from France and Eurodif .",began,year,time
4097,"Last year , Iran began requesting supplies of enriched uranium from France and Eurodif .",began,Iran,agent
4098,"Last year , Iran began requesting supplies of enriched uranium from France and Eurodif .",requesting,France,addressee
4099,"Last year , Iran began requesting supplies of enriched uranium from France and Eurodif .",requesting,Iran,speaker
4100,"Following the Gulf War , US media reported that PRC had supplied Iran with a calutron .",reported,Gulf,time
4101,"Following the Gulf War , US media reported that PRC had supplied Iran with a calutron .",reported,US,medium
4102,Iran had attempted to utilize calutron technology to enrich uranium .,utilize,calutron,instrument
4103,Iran had attempted to utilize calutron technology to enrich uranium .,utilize,uranium,purpose
4104,Iran had attempted to utilize calutron technology to enrich uranium .,utilize,Iran,agent
4105,"Since the Gulf crisis , Western governments have urged their industries to refrain from selling enrichment and other nuclear equipment to Iran .",urged,governments,speaker
4106,"Since the Gulf crisis , Western governments have urged their industries to refrain from selling enrichment and other nuclear equipment to Iran .",urged,industries,addressee
4107,"Since the Gulf crisis , Western governments have urged their industries to refrain from selling enrichment and other nuclear equipment to Iran .",selling,Iran,buyer
4108,"Since the Gulf crisis , Western governments have urged their industries to refrain from selling enrichment and other nuclear equipment to Iran .",selling,industries,seller
4109,Iranian agents are believed to be actively seeking deals to procure critical technologies .,procure,technologies,theme
4110,Iranian agents are believed to be actively seeking deals to procure critical technologies .,procure,agents,recipient
4111,Iran may have approached Pakistan for help in enriching uranium it purchased from South Africa in the late 1980s .,purchased,it,buyer
4112,Iran may have approached Pakistan for help in enriching uranium it purchased from South Africa in the late 1980s .,purchased,uranium,goods
4113,Iran may have approached Pakistan for help in enriching uranium it purchased from South Africa in the late 1980s .,purchased,1980s,time
4114,"At the same time , Iraqi officials were claiming Pakistan was helping Iran develop atomic weapons .",helping,Pakistan,helper
4115,"At the same time , Iraqi officials were claiming Pakistan was helping Iran develop atomic weapons .",helping,Iran,benefited_party
4116,"At the same time , Iraqi officials were claiming Pakistan was helping Iran develop atomic weapons .",helping,weapons,goal
4117,"At the same time , Iraqi officials were claiming Pakistan was helping Iran develop atomic weapons .",develop,Iran,agent
4118,"At the same time , Iraqi officials were claiming Pakistan was helping Iran develop atomic weapons .",develop,weapons,project
4119,"Pakistan denied the claims , and was reported to have rejected an Iranian offer to Pakistani former army chief of staff Mirza Aslam Beg to purchase weapons technology .",denied,Pakistan,speaker
