,Unnamed: 0,sentence,word,role,index,rel,head_id,head_text
4399,5228,"Вот вы у экранов, вас почти 30%, вот, пошёл сюжет, его «Простите меня» и вы, фыркнув, ушли.",вы,agent,1.0,nsubj,3,экранов
4400,5229,Особенно бодро вы уходили на его словах «Я хочу пожелать вам счастья. Вы заслужили счастье». ,вы,agent,2.0,nsubj,3,уходили
4401,5230,Особенно бодро вы уходили на его словах «Я хочу пожелать вам счастья. Вы заслужили счастье». ,я,agent,7.0,nsubj,9,хочу
4402,5231,Особенно бодро вы уходили на его словах «Я хочу пожелать вам счастья. Вы заслужили счастье». ,вы,benefactive,2.0,nsubj,3,уходили
4403,5233,Особенно бодро вы уходили на его словах «Я хочу пожелать вам счастья. Вы заслужили счастье». ,вы,agent,2.0,nsubj,3,уходили
4405,5235,Он был неправ! ,он,causator,0.0,nsubj,2,неправ
4406,5236,Вы не заслужили счастья!,вы,causator,0.0,nsubj,2,заслужили
4407,5237,Вы не заслужили такого президента.,вы,causator,0.0,nsubj,2,заслужили
4408,5239,"Он просил у вас прощения, ни в чём — на самом деле, — не провинившись перед вами. ",он,agent,0.0,nsubj,1,просил
4410,5241,"Он просил у вас прощения, ни в чём — на самом деле, — не провинившись перед вами. ",прощение,patient,4.0,obj,1,просил
4411,5242,Он просил у вас прощения за вас самих.,он,agent,0.0,nsubj,1,просил
4415,5246,"Он просил у вас прощения за то, что одни из вас стали взрывать других, за то что, кто был посмекалистей — стал богат, а те, кто упёрся — обеднел.",он,agent,0.0,nsubj,1,просил
4417,5248,"Он просил у вас прощения за то, что одни из вас стали взрывать других, за то что, кто был посмекалистей — стал богат, а те, кто упёрся — обеднел.",прощение,patient,4.0,obj,1,просил
4419,5250,Он просил у вас прощения за ваши грехи. ,он,agent,0.0,nsubj,1,просил
4421,5252,Он просил у вас прощения за ваши грехи. ,прощение,patient,4.0,obj,1,просил
4422,5253,"Ведь вы не можете простить не его, а — себя. ",вы,agent,1.0,nsubj,3,можете
4423,5254,Но вы с этим всё равно не согласитесь.,вы,agent,1.0,nsubj,7,согласитесь
4424,5255,"Вы пытаетесь всё повесить на него, на самом деле понимая, что он просто дал вам возможности, которых у вас до него никогда не было. ",вы,agent,0.0,nsubj,1,пытаетесь
4426,5257,"Вы пытаетесь всё повесить на него, на самом деле понимая, что он просто дал вам возможности, которых у вас до него никогда не было. ",вы,addressee,0.0,nsubj,1,пытаетесь
4427,5258,"Вы пытаетесь всё повесить на него, на самом деле понимая, что он просто дал вам возможности, которых у вас до него никогда не было. ",вы,posessor,0.0,nsubj,1,пытаетесь
4428,5259,Вы просто их про@@@ли. ,вы,agent,0.0,nsubj,2,их
4429,5260,И теперь вы вините его. ,вы,agent,2.0,nsubj,3,вините
4430,5261,Он был готов.,он,causator,0.0,nsubj,2,готов
4432,5263,Знаменитые кадры — толпа несёт огромный трёхцветный флаг от Белого дома к Лубянке. ,кадр,causator,1.0,nsubj,4,несёт
4433,5264,Знаменитые кадры — толпа несёт огромный трёхцветный флаг от Белого дома к Лубянке. ,толпа,agent,3.0,nsubj,4,несёт
4434,5265,Знаменитые кадры — толпа несёт огромный трёхцветный флаг от Белого дома к Лубянке. ,дом,place,10.0,obl,4,несёт
4435,5266,Знаменитые кадры — толпа несёт огромный трёхцветный флаг от Белого дома к Лубянке. ,лубянка,place,12.0,obl,4,несёт
4441,5272,"Над эстакадой Калининского проспекта, там, где танки задавили трёх ребят из толпы, мы присели, чтоб поставить эти свечи. ",мы,agent,12.0,nsubj,16,присели
4444,5275,"И когда толпа пошла дальше в центр, я поднялся и глянул в сторону Белого дома. ",я,agent,7.0,nsubj,9,поднялся
4447,5279,Я расплакался. ,я,agent,0.0,nsubj,1,расплакался
4449,5281,Я разрыдался.,я,agent,0.0,nsubj,1,разрыдался
4450,5282,Я стоял посреди этой бешеной толпы и плакал. ,я,agent,0.0,nsubj,1,стоял
4451,5283,Я стоял посреди этой бешеной толпы и плакал. ,толпа,place,5.0,obl,1,стоял
4453,5285,"У меня ничего не было, кроме этого флага и этого президента.",флаг,patient,7.0,obl,4,было
4455,5288,"Ещё в кармане у меня была карточка москвича, рубля полтора на электричку и пачка «Космоса».",карточка,patient,6.0,nsubj,5,была
4457,5290,"Ещё в кармане у меня была карточка москвича, рубля полтора на электричку и пачка «Космоса».",рубль,patient,8.0,nsubj,5,была
4459,5293,"Вот, она моя Москва 1991-го: танки, бедность, пустота. ",мой,posessor,2.0,det,4,Москва
4461,5295,"Вот, она моя Москва 1991-го: танки, бедность, пустота. ",танк,causator,5.0,appos,4,Москва
4464,5298,"Простите меня, Борис Николаевич, за эти 11%. ",борис,agent,2.0,nsubj,0,Простите
4466,5300,"Если б я мог, я бы пририсовал. ",я,agent,2.0,nsubj,7,пририсовал
4467,5301,"Если б я мог, я бы пририсовал. ",я,agent,2.0,nsubj,7,пририсовал
4469,5303,"Хотя я знаю, — Вы бы не одобрили. ",вы,agent,4.0,nsubj,8,одобрили
4473,5310,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",сакура,agent,9.0,nsubj,8,расцвела
4477,5314,"В канун официальной церемонии открытия Игр в Ванкувере расцвела сакура, передаёт из столицы зимней Олимпиады наш корреспондент Дмитрий Севастьянов.",корреспондент,agent,16.0,nsubj,8,расцвела
4482,5322,Лишь золото Владимира Белоусова на Олимпиаде 1968 года в Гренобле так и осталось единственной наградой за всю историю отечественных прыжков с трамплина.,золото,causator,1.0,nsubj,12,осталось
4486,5328,Приблизиться к результату Белоусова мог на Играх 2006 года в Турине Дмитрий Васильев.,результат,goal,2.0,obl,0,Приблизиться
4488,5331,Приблизиться к результату Белоусова мог на Играх 2006 года в Турине Дмитрий Васильев.,дмитрий,agent,11.0,nsubj,4,мог
4489,5333,"В первой попытке он показал самый дальний прыжок — на 104,5 м.",он,agent,3.0,nsubj,4,показал
4490,5334,"Увы, вторая попытка россиянина оказалась куда хуже (100,4 м) — и соревнования он закончил лишь десятым.",попытка,causator,2.0,nsubj,5,оказалась
4493,5338,Из них лишь Дмитрий Васильев вправе рассчитывать на место.,дмитрий,agent,3.0,nsubj,5,вправе
4495,5340,"Проходи Олимпиада год назад, можно было бы всерьёз порассуждать о медальных перспективах лидера российской сборной.",олимпиада,agent,1.0,nsubj,0,Проходи
4497,5343,Прошлый сезон Дмитрий закончил на рекордно высоком для россиян пятом месте в общем зачёте Кубка мира.,дмитрий,agent,2.0,nsubj,3,закончил
4499,5346,"Увы, нынешний год 30-летний уфимец пока не может занести себе в актив.",уфимец,agent,4.0,nsubj,8,может
4500,5347,"Увы, нынешний год 30-летний уфимец пока не может занести себе в актив.",себя,benefactive,9.0,iobj,9,занести
4501,5348,К 20—30-м местам на этапах Кубка мира добавились житейские неприятности.,место,patient,2.0,obl,7,добавились
4506,5354,"Пришлось побегать по инстанциям: полиция, российское консульство.",инстанция,place,3.0,obl,1,побегать
4507,5355,"Пришлось побегать по инстанциям: полиция, российское консульство.",полиция,place,4.0,parataxis,0,Пришлось
4508,5357,Подготовка к следующему старту оказалась скомканной.,подготовка,causator,0.0,nsubj,4,оказалась
4509,5359,А 8 января на тренировке в Австрии россиянин получил травму.,россиянин,patient,7.0,nsubj,8,получил
4510,5360,"Благо первоначальный неутешительный прогноз не оправдался и на Олимпиаде Васильев всё-таки выступит, но в какой форме 23-й номер зачёта Мирового кубка подойдёт к главному соревнованию четырёхлетия, не знает даже он сам.",прогноз,patient,3.0,nsubj,5,оправдался
4511,5361,"Благо первоначальный неутешительный прогноз не оправдался и на Олимпиаде Васильев всё-таки выступит, но в какой форме 23-й номер зачёта Мирового кубка подойдёт к главному соревнованию четырёхлетия, не знает даже он сам.",васильев,agent,9.0,nsubj,22,подойдёт
4512,5362,"Благо первоначальный неутешительный прогноз не оправдался и на Олимпиаде Васильев всё-таки выступит, но в какой форме 23-й номер зачёта Мирового кубка подойдёт к главному соревнованию четырёхлетия, не знает даже он сам.",номер,agent,17.0,nsubj,22,подойдёт
4515,5365,После травмы Дмитрий в официальных соревнованиях не участвовал.,травма,causator,1.0,obl,7,участвовал
4516,5366,После травмы Дмитрий в официальных соревнованиях не участвовал.,дмитрий,agent,2.0,nsubj,7,участвовал
4520,5371,"В Ванкувер он едет за международным опытом, чтобы потом — к Сочи — выйти в лидеры сборной.",он,agent,2.0,nsubj,3,едет
4523,5374,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",сборная,posessor,1.0,nmod,0,Состав
4524,5375,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",дмитрий,causator,2.0,parataxis,0,Состав
4530,5382,"Состав сборной: Дмитрий Васильев, Павел Карелин, Илья Росляков, Денис Корнилов, Дмитрий Ипатов.",дмитрий,causator,2.0,parataxis,0,Состав
4533,5386,Подробную программу телетрансляций олимпийских соревнований вы можете просмотреть здесь.,вы,agent,5.0,nsubj,6,можете
4534,5387,Спасение Крымской обсерватории путём её уничтожения,обсерватория,patient,2.0,nmod,0,Спасение
4542,5400,КрАО была создана сразу после Великой Отечественной войны в предгорьях Крымских гор в достаточном удалении от городов и в месте с наилучшим в Крыму астроклиматом.,крао,patient,0.0,nsubj:pass,2,создана
4543,5401,КрАО была создана сразу после Великой Отечественной войны в предгорьях Крымских гор в достаточном удалении от городов и в месте с наилучшим в Крыму астроклиматом.,война,time,7.0,obl,2,создана
4546,5404,Обсерватория принадлежала Академии наук СССР и была одним из ведущих астрономических учреждений Советского Союза.,обсерватория,patient,0.0,nsubj,1,принадлежала
4547,5405,Обсерватория принадлежала Академии наук СССР и была одним из ведущих астрономических учреждений Советского Союза.,академия,posessor,2.0,iobj,1,принадлежала
4555,5416,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",крао,patient,3.0,nsubj,4,стала
4556,5417,"С распадом СССР КрАО стала принадлежать сначала Комитету по науке и технологиям, а затем Министерству образования и науки Украины.",комитет,posessor,7.0,iobj,4,стала
4562,5424,Поддержка от государства значительно уменьшилась.,поддержка,patient,0.0,nsubj,4,уменьшилась
4563,5425,"Однако основной коллектив учёных-астрономов, несмотря на перебои с зарплатой и электричеством, почти полное отсутствие оснащения для функционирования телескопов, продолжал работать.",коллектив,agent,2.0,nsubj,3,учёных-астрономов
4566,5428,С улучшением ситуации в стране положение обсерватории стабилизировалось.,положение,agent,5.0,nsubj,7,стабилизировалось
4567,5429,"Основные телескопы получили статус объектов национального достояния Украины и, начиная с 2000 года, стали получать поддержку от государства.",телескоп,patient,1.0,nsubj,2,получили
4572,5434,"Но основной угрозой обсерватории оказалось, как ни странно, не отсутствие финансирования.",обсерватория,benefactive,3.0,nmod,2,угрозой
4573,5435,"Но основной угрозой обсерватории оказалось, как ни странно, не отсутствие финансирования.",отсутствие,causator,9.0,nsubj,4,оказалось
4575,5437,"Как и по всей стране, началась приватизация жилья и его продажа.",приватизация,agent,6.0,nsubj,6,началась
4578,5442,"Их дома и квартиры достались детям, которые в большинстве своём не стали жить в Научном, а продали квартиры и уехали.",дом,patient,1.0,nsubj,4,достались
4581,5446,"Тут ведь есть все удобства: горячая вода, газ, электричество, магазины, но нет постоянного городского шума и других городских проблем, а есть прекрасная природа.",удобство,causator,4.0,nsubj,2,есть
4588,5454,"Таким образом, обсерватория почти потеряла свой жилой фонд.",обсерватория,patient,2.0,nsubj,5,потеряла
4589,5455,"Для выкупа квартир у администрации КрАО денег, естественно, не было, а попросить их у государства она даже не попыталась, заявив, что «всё равно не дадут».",выкуп,goal,1.0,obl,11,было
4591,5457,"Для выкупа квартир у администрации КрАО денег, естественно, не было, а попросить их у государства она даже не попыталась, заявив, что «всё равно не дадут».",администрация,posessor,4.0,obl,14,попросить
4595,5462,"Сотрудники КрАО узнали об этом в июле 2008 года (более чем через год после подписания договора), причём чисто случайно.",сотрудник,agent,0.0,nsubj,2,узнали
4596,5463,"Сотрудники КрАО узнали об этом в июле 2008 года (более чем через год после подписания договора), причём чисто случайно.",год,time,8.0,obl,2,узнали
4598,5465,"И, странным образом, не обрадовались такому способу «спасения» обсерватории.",способ,causator,6.0,iobj,6,обрадовались
4600,5467,"Наоборот, они начали активную борьбу с «Консолью» и с собственной администрацией.",они,agent,1.0,nsubj,3,начали
4601,5468,"Поскольку очень быстро поняли, что строительство жилого комплекса в Научном уничтожит обсерваторию безвозвратно.",строительство,agent,5.0,nsubj,11,уничтожит
4603,5471,"Для ведения качественных наблюдений запылённость, загазованность и турбулентность атмосферы в месте наблюдения должны быть как можно ниже.",ведение,goal,1.0,obl,13,должны
4610,5479,Там все неблагоприятные факторы максимальны.,фактор,causator,3.0,nsubj,0,Там
4611,5480,"В КрАО в советское время были посажены сосны и ели, которые закрывали прямой свет от зданий, поставлены низкие фонари для уменьшения рассеянного света, был посажен сад, который препятствовал появлению пыли в воздухе.",сосна,patient,7.0,nsubj:pass,6,посажены
4615,5484,"В КрАО в советское время были посажены сосны и ели, которые закрывали прямой свет от зданий, поставлены низкие фонари для уменьшения рассеянного света, был посажен сад, который препятствовал появлению пыли в воздухе.",сад,patient,25.0,nsubj:pass,6,посажены
4617,5486,"Кроме того, самих зданий, которые дают засветку и тепловые потоки (то есть турбулентность воздуха), было относительно мало, и они по возможности строились в отдалении от телескопов.",здание,causator,3.0,nsubj,21,мало
4619,5489,Реализация проекта «Консоли» изменит ситуацию кардинальным образом.,реализация,agent,0.0,nsubj,5,изменит
4622,5492,"Многочисленные сооружения будут строиться рядом с телескопами, при этом будет уничтожаться и растительность (чтобы освободить место для строительства).",сооружение,patient,1.0,nsubj,3,строиться
4625,5497,"Запылённость, загазованность, турбулентность атмосферы и световое загрязнение возрастут многократно, что сделает качественные наблюдения невозможными, они просто утратят всякую научную ценность, после чего обсерваторию можно будет закрывать.",турбулентность,agent,2.0,obj,20,утратят
4626,5498,"Запылённость, загазованность, турбулентность атмосферы и световое загрязнение возрастут многократно, что сделает качественные наблюдения невозможными, они просто утратят всякую научную ценность, после чего обсерваторию можно будет закрывать.",загрязнение,agent,6.0,obj,20,утратят
4627,5499,"Запылённость, загазованность, турбулентность атмосферы и световое загрязнение возрастут многократно, что сделает качественные наблюдения невозможными, они просто утратят всякую научную ценность, после чего обсерваторию можно будет закрывать.",они,agent,14.0,nsubj,20,утратят
4628,5500,Ведь уже сейчас КрАО работает «на пределе» из-за устаревания инструментов и роста засветки от Симферополя и Ялты.,крао,agent,3.0,nsubj,4,работает
4633,5506,"Таким образом, «спасение» обсерватории происходит путём её уничтожения.",спасение,patient,2.0,nsubj,7,происходит
4634,5509,"Разумеется, существует и теоретическая астрономия, но ею как раз удобнее заниматься в крупных городах, содержать ради неё посёлок в крымской глубинке совершенно ни к чему.",астрономия,causator,4.0,nsubj,2,существует
4635,5511,"Более того, парадоксальным образом проект «Консоли» уничтожает сам себя.",проект,agent,4.0,obj,9,уничтожает
4637,5513,"В его рекламе акцент делается на «редкие растения, живописный ландшафт, самобытную природу», а также на «впечатления от крымской астрофизической обсерватории», где «около двух десятков телескопов» «скрыты в густой листве редких пород деревьев, привезённых более пятидесяти лет назад из Никитского ботанического сада.",акцент,patient,3.0,nsubj:pass,36,скрыты
4641,5518,В итоге обсерватория превратилась в волшебный парк.,обсерватория,agent,2.0,nsubj,3,превратилась
4644,5522,"Но после постройки «жилого комплекса с гостиницей» исчезнут и «самобытная природа», и «волшебный парк», и «живописный ландшафт», и «тишина», и обсерватория.",природа,patient,10.0,nsubj,9,исчезнут
4646,5524,"Но после постройки «жилого комплекса с гостиницей» исчезнут и «самобытная природа», и «волшебный парк», и «живописный ландшафт», и «тишина», и обсерватория.",ландшафт,patient,16.0,nsubj,9,исчезнут
4648,5527,"Даже апологеты проекта в администрации КрАО признают, что с постройкой жилого комплекса некоторые телескопы и научные направления придётся закрыть.",апологет,agent,1.0,nsubj,6,признают
4651,5530,"То есть товар (квартиры) потеряет те самые потребительские качества, коими компания заманивает покупателей.",товар,agent,2.0,nsubj,6,потеряет
4652,5531,"То есть товар (квартиры) потеряет те самые потребительские качества, коими компания заманивает покупателей.",компания,agent,10.0,nsubj,14,заманивает
4653,5532,"Более того, в качестве специального «бонуса» покупатели получат крайне озлобленных «аборигенов», лишившихся работы и смысла жизни, которые вполне могут начать портить «пришельцам» жизнь разными способами.",покупатель,benefactive,6.0,nsubj,10,получат
4657,5536,"Не очень ясно, насколько это понимало руководство «Консоли», подписывая договор.",руководство,agent,6.0,nsubj,6,понимало
4659,5538,Но администрация КрАО этого не понимать не могла.,администрация,agent,1.0,nsubj,7,могла
4660,5539,В связи с чем вспоминается высказывание «предатель хуже врага».,высказывание,patient,5.0,nsubj,4,вспоминается
4662,5542,Борьба учёных со строителями и собственной администрацией продолжается почти два года.,борьба,agent,0.0,nsubj,7,продолжается
4663,5545,Учёные обратились к коллегам в стране и мире.,коллега,addressee,3.0,obl,1,обратились
4664,5546,Украинская астрономическая ассоциация приняла решение «считать крупномасштабное строительство невозможным» (документ приведён в конце статьи).,ассоциация,agent,2.0,nsubj,3,приняла
4666,5549,Заместитель министра образования и науки Стриха пообещал его выполнить.,заместитель,agent,0.0,nsubj,6,пообещал
4670,5554,Обращения к президенту Ющенко и премьер-министру Тимошенко были бесполезны.,обращение,causator,0.0,nsubj,8,бесполезны
4676,5561,"А после смены власти в стране для научного коллектива КрАО ситуация значительно ухудшилась, поскольку президент «Консоли» Владимир Константинов был доверенным лицом Виктора Януковича на президентских выборах и теперь возглавил Верховную раду Крыма и республиканское отделение Партии регионов.",ситуация,agent,10.0,nsubj,23,лицом
4681,5567,"Однако под давлением учёных руководство пошло на сокращение планов строительства, предложив строить 4 дома вместо 10, обойтись без гостиницы, спортивно-оздоровительного комплекса и бассейна.",руководство,agent,4.0,nsubj,5,пошло
4687,5574,"Потому что даже такой ограниченный вариант обсерваторию загубит, при этом и жилой комплекс теряет остатки потребительских качеств.",вариант,agent,5.0,nsubj,14,теряет
4688,5575,"Потому что даже такой ограниченный вариант обсерваторию загубит, при этом и жилой комплекс теряет остатки потребительских качеств.",комплекс,agent,12.0,nsubj,14,теряет
4691,5580,Весной 2010 года работы на стройке продолжились.,работа,agent,3.0,nsubj,6,продолжились
4692,5581,Началась вырубка леса и расширение строительной площадки.,вырубка,agent,1.0,nsubj,0,Началась
4694,5584,"Условия для наблюдений резко ухудшились, так как в воздух стало подниматься большое количество пыли.",условие,agent,0.0,nsubj,4,ухудшились
4695,5585,"Условия для наблюдений резко ухудшились, так как в воздух стало подниматься большое количество пыли.",количество,patient,12.0,obj,11,подниматься
4696,5587,Научные сотрудники и защитники природы встали на пути грузовиков и бульдозеров.,сотрудник,agent,1.0,nsubj,5,встали
4699,5590,"Рабочие не решились заваливать их камнями, строительство временно прекратилось.",рабочий,agent,0.0,nsubj,2,решились
4701,5592,"Однако техника «Консоли» не увезена, что явно говорит о планах продолжить строительство.",техника,patient,1.0,nsubj:pass,6,увезена
4705,5597,"Продолжение строительства будет означать форсированное уничтожение КрАО, хотя и «Консоли» счастья не принесёт, ведь проект уже изуродован, все сроки сорваны.",продолжение,causator,0.0,nsubj,15,принесёт
4706,5598,"Продолжение строительства будет означать форсированное уничтожение КрАО, хотя и «Консоли» счастья не принесёт, ведь проект уже изуродован, все сроки сорваны.",консоль,benefactive,9.0,obl,15,принесёт
4709,5602,Лишь администрация обсерватории явно «возьмёт своё».,администрация,agent,1.0,nsubj,5,возьмёт
4712,5606,"Да, разумеется, страна не может считаться развитой, если у неё нет собственной фундаментальной науки, поскольку технический прогресс возможен только на основе знаний, которые нельзя купить на рынке за деньги.",страна,patient,2.0,nsubj,6,может
4715,5609,Но попробуйте это объяснить представителям нынешней украинской власти.,представитель,addressee,4.0,iobj,3,объяснить
4717,5612,"Есть подозрение, что проще будет пробить головой бетонную стену.",подозрение,causator,1.0,nsubj,0,Есть
4718,5613,"Если даже руководство самой обсерватории наукой в общем-то не интересуется, то чего ждать от политиков и бизнесменов?",руководство,agent,2.0,nsubj,9,интересуется
4720,5615,"Если даже руководство самой обсерватории наукой в общем-то не интересуется, то чего ждать от политиков и бизнесменов?",политик,patient,14.0,obl,13,ждать
4721,5617,Тем более что почти все политики «по совместительству» — бизнесмены.,политик,causator,5.0,nsubj,1,более
4725,5622,"А главное, как сказал Эйнштейн, «бесконечны лишь Вселенная и глупость человеческая, при этом относительно бесконечности первой из них у меня имеются сомнения».",бесконечность,theme,14.0,parataxis,13,человеческая
4726,5623,"В Музее и общественном центре им. А. Сахарова открыта фотовыставка, посвящённая истории борьбы за Химкинский лес",фотовыставка,patient,9.0,nsubj:pass,10,открыта
4729,5626,"На днях стало известно, что разрушительное для Химкинского леса строительство автотрассы Москва — Петербург будет возобновлено.",строительство,patient,9.0,nsubj:pass,16,возобновлено
4737,5635,"В свою очередь, разрушение леса было приостановлено после впечатляющей акции протеста, проведённой антифашистами 28 июля 2010 года у администрации г. Химки, и активной гражданской кампании жителей города и экологов.",разрушение,patient,3.0,nsubj:pass,7,приостановлено
4744,5644,"Dvizh.org напоминает краткую хронику (полная хроника. — «Антифа.Ру») химкинского катаклизма, опубликованную на сайте «Кампании за освобождение химкинских заложников».",катаклизм,theme,9.0,nmod,12,Антифа
4745,5645,"Dvizh.org напоминает краткую хронику (полная хроника. — «Антифа.Ру») химкинского катаклизма, опубликованную на сайте «Кампании за освобождение химкинских заложников».",кампания,posessor,13.0,nmod,12,Антифа
4746,5647,"Трасса, получившая название кровавой, зреет новым насилием и произволом, в ответе за которое — корыстные застройщики и чиновники.",трасса,agent,0.0,nsubj,6,зреет
4747,5648,"Трасса, получившая название кровавой, зреет новым насилием и произволом, в ответе за которое — корыстные застройщики и чиновники.",застройщик,agent,15.0,parataxis,6,зреет
4748,5650,История далека от завершения.,история,causator,0.0,nsubj,1,далека
4758,5662,Авторы выставки поясняют,автор,agent,0.0,nsubj,2,поясняют
4760,5664,"В форме выставочного проекта мы хотели бы проследить переплетение общественных процессов, не связанных лишь на первый взгляд.",мы,agent,4.0,nsubj,5,хотели
4765,5669,И эффективны ли в современной политико-экономической ситуации разрозненные действия отдельных социально активных групп?,действие,causator,8.0,nsubj,1,эффективны
4766,5671,"Могло показаться, что борьба против начала строительства первого участка (15—58-й километры) платной автодороги Москва — Петербург через территорию Химкинского леса стала триумфом вечного российского абсурда.",борьба,agent,3.0,nsubj,23,стала
4773,5679,"В одно время в одной точке встретились представители различных социальных сфер: рядовые жители Химок; экологи; правые радикалы и футбольные фанаты; баптистский епископ и по совместительству генподрядчик, ведущий вырубку; антифашисты и многие другие.",представитель,agent,7.0,nsubj,6,встретились
4775,5681,"В одно время в одной точке встретились представители различных социальных сфер: рядовые жители Химок; экологи; правые радикалы и футбольные фанаты; баптистский епископ и по совместительству генподрядчик, ведущий вырубку; антифашисты и многие другие.",житель,agent,12.0,nsubj,6,встретились
4783,5689,"На первый взгляд парадоксальными были как многие отдельные события, так и сама история в целом.",событие,causator,8.0,nsubj,3,парадоксальными
4787,5694,В их основе — ключевые противоречия и проблемы российской действительности.,противоречие,causator,5.0,nsubj,2,основе
4789,5697,"Возможно, именно поэтому данные события срезонировали беспрецедентными в современной России массовыми выступлениями: митингом-концертом на Пушкинской площади, акцией антифашистов у химкинской администрации и размахом общественного обсуждения в целом.",событие,agent,4.0,nsubj,6,срезонировали
4792,5700,"Выставку подготовили: Антон Курышев, Елена Максимова, Сергей Решетин, при участии коалиции «За леса Подмосковья» и «Кампании за освобождение химкинских заложников».",антон,agent,2.0,nsubj,1,подготовили
4800,5713,Обзор внешней политики России в ХХI веке,политика,theme,2.0,nmod,0,Обзор
4802,5715,"Внешняя политика постсоветской России оказалась, пожалуй, самым нереформированным институтом в стране.",политика,agent,1.0,nsubj,4,оказалась
4812,5725,В итоге к сегодняшнему дню наша внешняя политика приехала в тупик сразу по всем направлениям.,политика,agent,7.0,nsubj,8,приехала
4817,5731,За прошедший со времени их публикации период мы могли наблюдать очевидный провал создания КСОР ОДКБ и естественное бессилие этой структуры во время киргизских событий весны — лета 2010 года.,мы,agent,7.0,nsubj,8,могли
4823,5738,"Если в «проклятые 90-е» наше влияние на постсоветском пространстве было безраздельным, то сейчас Россия здесь лишь один из игроков, причём не самый влиятельный.",влияние,causator,5.0,nsubj,12,безраздельным
4824,5739,"Если в «проклятые 90-е» наше влияние на постсоветском пространстве было безраздельным, то сейчас Россия здесь лишь один из игроков, причём не самый влиятельный.",россия,agent,13.0,nsubj,12,безраздельным
4825,5740,"Правда, мы получили в уходящем году «пророссийского» президента Украины, однако куда пойдёт Янукович в будущем — предсказать совершенно невозможно.",мы,agent,1.0,nsubj,3,получили
4828,5743,"Продажа им севастопольского воздуха за 40 млрд долларов совершенно ни о чём не говорит, то же самое сделала бы и Тимошенко, если бы стала президентом.",продажа,agent,0.0,nsubj,13,говорит
4830,5745,"Продажа им севастопольского воздуха за 40 млрд долларов совершенно ни о чём не говорит, то же самое сделала бы и Тимошенко, если бы стала президентом.",тимошенко,agent,20.0,nsubj,18,сделала
4832,5747,"К тому же в конце 2010 г. отличился российский премьер Владимир Путин, заявивший в ходе своего бесконечного общения с народом, что мы могли бы выиграть Великую Отечественную и без помощи Украины.",премьер,agent,9.0,nsubj,8,отличился
